lemma_slp1	varga	eid	match_type	union_dicts	n_dicts
vyADiGAta	AK-2.4	1068	exact	MW PWG PWK VCP	4
kftamAla	AK-2.4	1068	exact	CAE MW PWG PWK VCP	5
suvarRaka	AK-2.4	1068	exact	MW PWG PWK SCH VCP	5
jambIra	AK-2.4	1069	exact	CAE CCS MW PWG PWK VCP	6
dantaSaWa	AK-2.4	1069	exact	AP MW PWG PWK SCH VCP	6
jamBa	AK-2.4	1069	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
jamBIra	AK-2.4	1069	exact	BHS MW PWG PWK SCH VCP	6
jamBala	AK-2.4	1069	exact	BHS MW PWG PWK	4
varuRa	AK-2.4	1070	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
varaRa	AK-2.4	1070	exact	BHS CAE CCS MD MW PWG PWK VCP VEI	9
setu	AK-2.4	1070	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
tiktaSAka	AK-2.4	1070	exact	MW PWG PWK VCP	4
kumAraka	AK-2.4	1070	exact	CAE CCS GRA INM MW PWG PWK	7
puMnAga	AK-2.4	1071	exact	CAE CCS MW PWG PWK	5
puruza	AK-2.4	1071	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
tuNga	AK-2.4	1071	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
kesara	AK-2.4	1071	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP	10
devavallaBa	AK-2.4	1071	exact	MW PWG PWK VCP	4
pAriBadra	AK-2.4	1072	exact	BUR CAE CCS MW PWG PWK VCP	7
nimbataru	AK-2.4	1072	exact	MW PWG PWK VCP	4
mandAra	AK-2.4	1072	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP	10
pArijAtaka	AK-2.4	1072	exact	CAE INM MW PWG PWK	5
tiniSa	AK-2.4	1073	exact	BUR CAE MW PWG PWK VCP	6
syandana	AK-2.4	1073	exact	AP BHS CAE CCS GRA MW PWG PWK VCP VEI	10
nemin	AK-2.4	1073	exact	BHS MW PWG PWK VCP	5
raTadru	AK-2.4	1073	exact	MW PWG PWK VCP	4
atimuktaka	AK-2.4	1073	exact	BHS MW PWG PWK SCH VCP	6
vaYjula	AK-2.4	1073	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
citrakft	AK-2.4	1073	exact	AP MW PWG PWK SCH SKD VCP	7
pItana	AK-2.4	1074	exact	CAE CCS MW PWG PWK SCH VCP	7
kapItana	AK-2.4	1074	exact	BUR CAE CCS MD MW PWG PWK VCP	8
AmrAtaka	AK-2.4	1074	exact	MW PWG PWK VCP	4
maDUka	AK-2.4	1075	exact	CAE CCS MD MW PWK VCP	6
guqapuzpa	AK-2.4	1075	exact	MW PWG PWK SCH VCP	5
maDudruma	AK-2.4	1075	exact	MW PWG PWK SCH VCP	5
vAnaprasTa	AK-2.4	1075	exact	CAE CCS MD MW PWG PWK VCP	7
maDuzWIla	AK-2.4	1075	exact	MW PWG PWK VCP	4
maDUlaka	AK-2.4	1076	exact	CAE CCS MD MW PWG PWK	6
pIlu	AK-2.4	1077	exact	AP BHS BUR CAE CCS MD MW PWG PWK VCP VEI	11
guqaPala	AK-2.4	1077	exact	MW PWG PWK VCP	4
sraMsin	AK-2.4	1077	exact	AP BUR CAE CCS MW PWG PWK VCP	8
akzowa	AK-2.4	1078	exact	BUR MW PWG PWK SCH VCP	6
kandarAla	AK-2.4	1078	exact	BUR MW PWG PWK SCH VCP	6
aNkowa	AK-2.4	1079	exact	MW PWG PWK VCP	4
nikocaka	AK-2.4	1079	exact	BUR MW PWG PWK VCP	5
palASa	AK-2.4	1080	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
kiMSuka	AK-2.4	1080	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
parRa	AK-2.4	1080	exact	BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	11
vAtapoTa	AK-2.4	1080	exact	MW PWG PWK VCP	4
vetasa	AK-2.4	1081	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
raTa	AK-2.4	1081	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
aBrapuzpa	AK-2.4	1081	exact	MW PWG PWK SCH VCP	5
vidula	AK-2.4	1082	exact	BUR MD MW PWG PWK VCP	6
SIta	AK-2.4	1083	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
vAnIra	AK-2.4	1083	exact	BUR CAE CCS MD MW PWG PWK VCP	8
vaYjula	AK-2.4	1083	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
parivyADa	AK-2.4	1084	exact	BUR INM MW PWG PWK SCH VCP	7
vidula	AK-2.4	1085	exact	BUR MD MW PWG PWK VCP	6
nAdeyI	AK-2.4	1086	exact	AP MW SKD	3
ambuvetasa	AK-2.4	1086	exact	MW PWG PWK VCP	4
SoBAYjana	AK-2.4	1087	exact	MW PWG PWK VCP	4
Sigru	AK-2.4	1087	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
tIkzRaganDaka	AK-2.4	1087	exact	MW PWG PWK	3
AkzIva	AK-2.4	1087	exact	BUR PWG SKD VCP	4
mocaka	AK-2.4	1087	exact	AP CAE CCS MW PWG PWK VCP	7
maDuSigru	AK-2.4	1088	exact	MW PWG PWK VCP	4
arizwa	AK-2.4	1089	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
Penila	AK-2.4	1089	exact	AP CAE CCS MD MW PWG PWK VCP	8
bilva	AK-2.4	1090	exact	CAE CCS MD MW PWG PWK SCH VCP VEI	9
SARqilya	AK-2.4	1090	exact	BUR CAE CCS INM MD MW PWG PWK VCP VEI	10
SElUza	AK-2.4	1090	exact	CAE CCS INM MD MW PWG PWK VCP VEI	9
mAlUra	AK-2.4	1090	exact	CAE MD MW PWG PWK SCH VCP	7
SrIPala	AK-2.4	1090	exact	CAE CCS MW PWG PWK VCP	6
plakza	AK-2.4	1091	exact	BUR CAE CCS MD MW PWG PWK SCH SKD VCP VEI	11
jawin	AK-2.4	1091	exact	AP BUR CAE CCS INM MD MW PWG PWK VCP	10
parkawi	AK-2.4	1091	exact	PWK SCH VCP	3
nyagroDa	AK-2.4	1092	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI	12
bahupAd	AK-2.4	1092	exact	AP MW PWG VCP	4
vawa	AK-2.4	1092	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH SKD VCP	12
gAlava	AK-2.4	1093	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI	11
SAbara	AK-2.4	1093	exact	AP CAE CCS MW PWG PWK SCH	7
loDra	AK-2.4	1093	exact	BUR CAE CCS MD MW PWG PWK VCP	8
tirIwa	AK-2.4	1093	exact	BUR CAE MW PWG PWK VCP VEI	7
tilva	AK-2.4	1093	exact	BUR MW PWG PWK VCP	5
mArjana	AK-2.4	1093	exact	AP CAE CCS MD MW PWG PWK SCH	8
Amra	AK-2.4	1094	exact	BUR CAE CCS MD MW PWG PWK VCP	8
cUta	AK-2.4	1094	exact	BUR CAE CCS MD MW PWG PWK VCP	8
rasAla	AK-2.4	1094	exact	CAE CCS MD MW PWG PWK SCH VCP	8
sahakAra	AK-2.4	1095	exact	AP BUR CAE CCS MW PWG PWK VCP	8
kumBa	AK-2.4	1096	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
ulUKalaka	AK-2.4	1096	exact	GRA MW PWG PWK	4
kOSika	AK-2.4	1096	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
guggulu	AK-2.4	1096	exact	CAE CCS MD MW PWG PWK VCP VEI	8
pura	AK-2.4	1096	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	12
Selu	AK-2.4	1097	exact	BUR CAE CCS MD MW PWG PWK VCP	8
SlezmAtaka	AK-2.4	1097	exact	CAE MD MW PWG PWK VCP	6
SIta	AK-2.4	1097	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
uddAla	AK-2.4	1097	exact	BUR MW PWG PWK VCP	5
bahuvAraka	AK-2.4	1097	exact	MW PWK VCP	3
rAjAdana	AK-2.4	1098	exact	CAE MD MW PWG PWK VCP	6
priyAla	AK-2.4	1098	exact	CAE MD MW PWG PWK VCP	6
sannakadru	AK-2.4	1098	exact	MW PWG PWK VCP	4
Danuzpawa	AK-2.4	1098	exact	MW PWG PWK	3
gamBArI	AK-2.4	1099	exact	AP BUR MW PWG PWK SKD VCP	7
sarvatoBadrA	AK-2.4	1099	exact	AP MW	2
kASmarI	AK-2.4	1099	exact	AP BUR CAE MW PWG PWK SKD VCP	8
maDuparRikA	AK-2.4	1099	exact	AP CAE MW PWG PWK SKD	6
SrIparRI	AK-2.4	1099	exact	AP MW SKD VCP	4
BadraparRI	AK-2.4	1099	exact	MW PWG PWK	3
kASmarya	AK-2.4	1099	exact	MW PWG PWK	3
karkanDU	AK-2.4	1100	miss		0
badarI	AK-2.4	1100	exact	AP INM MW SKD VCP	5
kolI	AK-2.4	1100	exact	AP SKD	2
kola	AK-2.4	1101	exact	BHS BUR CAE CCS MD MW PWG PWK SCH VCP VEI	11
kuvala	AK-2.4	1101	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
Penila	AK-2.4	1101	exact	AP CAE CCS MD MW PWG PWK VCP	8
sOvIra	AK-2.4	1101	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
badara	AK-2.4	1101	exact	BHS BUR CAE CCS MD MW PWG PWK SCH VCP VEI	11
GoRwA	AK-2.4	1101	exact	AP BUR MW PWG PWK SKD VCP	7
svAdukaRwaka	AK-2.4	1102	exact	MW PWG PWK VCP	4
vikaNkata	AK-2.4	1102	exact	CAE MD MW PWG PWK VCP VEI	7
SruvAvfkza	AK-2.4	1102	exact	VCP	1
granTila	AK-2.4	1102	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
vyAGrapAd	AK-2.4	1102	exact	AP MW VCP	3
ErAvata	AK-2.4	1103	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP VEI	11
nAgaraNga	AK-2.4	1103	exact	MW PWG PWK SCH VCP	5
nAdeyI	AK-2.4	1104	exact	AP MW SKD	3
BUmijambukA	AK-2.4	1104	exact	MW PWK	2
tinduka	AK-2.4	1105	exact	CAE CCS MD MW PWG PWK SCH	7
sPUrjaka	AK-2.4	1105	exact	CAE MW PWG PWK VCP VEI	6
kAlaskanDa	AK-2.4	1105	exact	BUR MW PWG PWK SCH VCP	6
SitisAraka	AK-2.4	1105	exact	MW PWG PWK VCP	4
kAkendu	AK-2.4	1106	exact	MW PWG PWK VCP	4
kulaka	AK-2.4	1106	exact	AP CAE MD MW PWG PWK VCP	7
kAkatinduka	AK-2.4	1106	exact	AP MW PWG PWK VCP	5
kAkapIluka	AK-2.4	1106	exact	MW PWG PWK	3
golIQa	AK-2.4	1107	exact	MW PWG PWK VCP	4
JAwala	AK-2.4	1107	exact	MW PWG PWK VCP	4
GaRwApAwali	AK-2.4	1107	exact	MW PWG PWK VCP	4
mokza	AK-2.4	1107	exact	BUR CAE CCS MD MW PWG PWK SCH SKD VCP	10
muzkaka	AK-2.4	1107	exact	MW PWG PWK	3
tilaka	AK-2.4	1108	exact	CAE CCS MD MW PWG PWK SCH VCP	8
kzuraka	AK-2.4	1108	exact	BHS CAE CCS MW PWG PWK SCH VCP	8
SrImat	AK-2.4	1108	exact	AP INM MW VCP	4
picula	AK-2.4	1109	exact	CAE CCS MW PWG PWK VCP	6
JAvuka	AK-2.4	1109	exact	MW PWK	2
SrIparRikA	AK-2.4	1110	exact	MW PWG PWK SCH SKD VCP	6
kumudikA	AK-2.4	1110	exact	AP MD MW PWG PWK SKD VCP	7
kumBI	AK-2.4	1110	exact	AP MD MW SKD VCP	5
kEwarya	AK-2.4	1110	exact	BUR MW PWG PWK	4
kawPala	AK-2.4	1110	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
kramuka	AK-2.4	1111	exact	CAE CCS MD MW PWG PWK SCH VCP	8
pawwikAKya	AK-2.4	1111	exact	MW PWG PWK VCP	4
pawwI	AK-2.4	1111	exact	AP MW SKD	3
lAkzAprasAdana	AK-2.4	1111	exact	MW PWG	2
nUda	AK-2.4	1112	exact	BUR MW PWG PWK VCP	5
yUpa	AK-2.4	1112	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
kramuka	AK-2.4	1112	exact	CAE CCS MD MW PWG PWK SCH VCP	8
brahmaRya	AK-2.4	1112	exact	AP CAE CCS INM MD MW PWG PWK VCP	9
brahmadAru	AK-2.4	1112	exact	MW PWG PWK SKD VCP	5
tUla	AK-2.4	1112	exact	BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	11
nIpa	AK-2.4	1113	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
priyaka	AK-2.4	1113	exact	INM MD MW PWG PWK VCP	6
kadamba	AK-2.4	1113	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
halipriya	AK-2.4	1113	exact	MW PWG PWK VCP	4
vIravfkza	AK-2.4	1114	exact	MW PWG PWK VCP	4
aruzkara	AK-2.4	1114	exact	AP MW PWG PWK VCP	5
agnimuKI	AK-2.4	1114	exact	AP MW SKD VCP	4
BallAtakI	AK-2.4	1114	exact	PWK SCH SKD	3
gardaBARqa	AK-2.4	1115	exact	MW PWG PWK VCP	4
kandarAla	AK-2.4	1115	exact	BUR MW PWG PWK SCH VCP	6
kapItana	AK-2.4	1115	exact	BUR CAE CCS MD MW PWG PWK VCP	8
supArSvaka	AK-2.4	1115	exact	BUR MW PWG PWK	4
plakza	AK-2.4	1115	exact	BUR CAE CCS MD MW PWG PWK SCH SKD VCP VEI	11
tintiqI	AK-2.4	1116	exact	AP CAE MW SKD VCP	5
ciYcA	AK-2.4	1116	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
amlikA	AK-2.4	1116	exact	AP BUR MW PWG SKD VCP	6
pItasAraka	AK-2.4	1117	exact	MW PWG PWK	3
sarjaka	AK-2.4	1117	exact	MW PWG PWK SCH VCP	5
asana	AK-2.4	1117	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP	10
banDUkapuzpa	AK-2.4	1117	exact	MW PWG PWK	3
priyaka	AK-2.4	1117	exact	INM MD MW PWG PWK VCP	6
jIvaka	AK-2.4	1117	exact	AP BHS CAE CCS MD MW PWG PWK SCH VCP	10
sAla	AK-2.4	1118	exact	BHS BUR CAE CCS MD MW PWG PWK SCH VCP	10
sarja	AK-2.4	1118	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
kArSya	AK-2.4	1118	exact	BUR CAE CCS MD MW PWG PWK VCP	8
aSvakarRaka	AK-2.4	1118	exact	MW PWG PWK	3
sasyasaMvara	AK-2.4	1118	exact	MW PWG PWK VCP	4
nadIsarja	AK-2.4	1119	exact	MW PWG PWK VCP	4
vIrataru	AK-2.4	1119	exact	MW PWG PWK VCP	4
indradru	AK-2.4	1119	exact	MW PWG PWK VCP	4
kakuBa	AK-2.4	1119	exact	AP BHS CAE CCS INM MD MW PWG PWK SCH VCP	11
arjuna	AK-2.4	1119	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	13
rAjAdana	AK-2.4	1120	exact	CAE MD MW PWG PWK VCP	6
PalADyakza	AK-2.4	1120	exact	MW PWG PWK VCP	4
kzIrikA	AK-2.4	1120	exact	AP BHS BUR MW SKD VCP	6
iNgudI	AK-2.4	1121	exact	AP PWK SKD	3
tApasataru	AK-2.4	1121	exact	MW PWG PWK VCP	4
BUrja	AK-2.4	1122	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
carmin	AK-2.4	1122	exact	AP BUR CAE CCS INM MD MW PWG PWK	9
mfdutvac	AK-2.4	1122	exact	AP MW PWG PWK VCP	5
picCilA	AK-2.4	1123	exact	AP MW SKD VCP	4
pUraRI	AK-2.4	1123	exact	AP MW SKD	3
mocA	AK-2.4	1123	exact	AP MW SKD	3
sTirAyus	AK-2.4	1123	exact	AP MW PWG PWK VCP	5
SAlmali	AK-2.4	1123	exact	CAE CCS INM MD MW PWG PWK VCP	8
picCA	AK-2.4	1124	exact	AP MW SKD	3
SAlmalIvezwa	AK-2.4	1124	exact	MW PWG PWK VCP	4
rocana	AK-2.4	1125	exact	AP BUR CAE CCS GRA MW PWG PWK VCP	9
kUwaSAlmali	AK-2.4	1125	exact	MW PWG PWK SCH VCP	5
cirabilva	AK-2.4	1126	exact	MW PWK	2
naktamAla	AK-2.4	1126	exact	MW PWG PWK VCP	4
karaja	AK-2.4	1126	exact	BUR MD MW PWG PWK SCH VCP	7
karaYjaka	AK-2.4	1126	exact	BHS MW PWG PWK	4
prakIrya	AK-2.4	1127	exact	MW PWG PWK	3
pUtikaraja	AK-2.4	1127	exact	MW PWG PWK VCP	4
pUtika	AK-2.4	1127	exact	AP CAE CCS MW PWG PWK VCP	7
kalimAraka	AK-2.4	1127	exact	BUR MW PWG PWK VCP	5
zaqgranTA	AK-2.4	1128	exact	MW SKD VCP	3
markawI	AK-2.4	1128	exact	AP MW PWK SCH SKD VCP	6
aNgAravallarI	AK-2.4	1128	exact	AP MW PWG PWK SKD	5
rohin	AK-2.4	1129	exact	AP BUR CAE CCS MD MW PWG PWK	8
rohitaka	AK-2.4	1129	exact	BHS INM MW PWG PWK VEI	6
plIhaSatru	AK-2.4	1129	exact	MW PWG PWK VCP	4
dAqimapuzpaka	AK-2.4	1129	exact	PWK	1
gAyatrI	AK-2.4	1130	exact	AP BUR INM MD MW PWK SCH VCP	8
bAlatanaya	AK-2.4	1130	exact	MW PWG PWK SCH	4
Kadira	AK-2.4	1130	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
dantaDAvana	AK-2.4	1130	exact	MW PWG PWK VCP	4
arimeda	AK-2.4	1131	exact	BUR MW PWG PWK VCP	5
viwKadira	AK-2.4	1131	exact	BUR MW PWG PWK SCH VCP	6
kadara	AK-2.4	1132	exact	BUR MW PWG PWK VCP	5
somavalka	AK-2.4	1132	exact	MW PWG PWK VCP	4
vyAGrapucCa	AK-2.4	1133	exact	MW PWG PWK VCP	4
ganDarvahastaka	AK-2.4	1133	exact	MW PWK	2
eraRqa	AK-2.4	1133	exact	BUR CAE CCS MD MW PWG PWK SCH VCP VEI	10
urubUka	AK-2.4	1133	exact	SCH	1
rucaka	AK-2.4	1133	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
citraka	AK-2.4	1133	exact	AP BHS CAE CCS INM MD MW PWG PWK SCH VCP	11
caYcu	AK-2.4	1133	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH VCP	11
paYcANgula	AK-2.4	1133	exact	AP BHS MW PWG PWK SCH VCP	7
maRqa	AK-2.4	1133	exact	BHS BUR CAE CCS MD MW PWG PWK VCP VEI	10
varDamAna	AK-2.4	1133	exact	AP MD MW PWG PWK	5
vyaqambaka	AK-2.4	1133	exact	BUR MW PWG PWK VCP	5
SamIra	AK-2.4	1134	exact	MW PWG PWK VCP	4
SamI	AK-2.4	1135	exact	AP CAE CCS GRA MD MW PWG PWK SKD VCP VEI	11
saktuPalA	AK-2.4	1135	exact	AP MW PWG PWK SKD VCP	6
SivA	AK-2.4	1135	exact	AP INM MD MW SKD VCP	6
piRqItaka	AK-2.4	1136	exact	MW PWG PWK VCP	4
marubaka	AK-2.4	1136	exact	SCH	1
Svasana	AK-2.4	1136	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
karahAwaka	AK-2.4	1136	exact	INM MW PWG PWK VCP	5
Salya	AK-2.4	1136	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
madana	AK-2.4	1136	exact	AP BHS CAE CCS INM MD MW PWG PWK SCH VCP	11
SakrapAdapa	AK-2.4	1137	exact	MW PWG PWK VCP	4
pAriBadraka	AK-2.4	1137	exact	CAE INM MW PWG PWK	5
BadradAru	AK-2.4	1137	exact	AP MW PWG PWK SKD VCP	6
drukilima	AK-2.4	1137	exact	MW PWG PWK VCP	4
pItadAru	AK-2.4	1137	exact	AP MW PWG PWK SKD VCP	6
dAru	AK-2.4	1137	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	14
pUtikAzWa	AK-2.4	1137	exact	MW PWG PWK VCP	4
devadAru	AK-2.4	1137	exact	AP CAE CCS MW PWG PWK SKD VCP	8
pAwali	AK-2.4	1138	exact	CAE MD MW PWG PWK VCP	6
pAwalA	AK-2.4	1138	exact	AP MW SKD	3
amoGA	AK-2.4	1138	exact	AP INM MW SKD	4
kAcasTAlI	AK-2.4	1138	exact	AP MW PWG PWK SKD VCP	6
PaleruhA	AK-2.4	1138	exact	MW PWG PWK SKD VCP	5
kfzRavfntA	AK-2.4	1138	exact	MW PWG SKD VCP	4
kuberAkzI	AK-2.4	1138	exact	AP MW VCP	3
SyAmA	AK-2.4	1139	exact	AP BHS INM MD MW SCH SKD VCP	8
mahilAhvaya	AK-2.4	1139	miss		0
latA	AK-2.4	1139	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SKD VCP	12
govandanI	AK-2.4	1139	exact	MW PWG PWK SKD VCP	5
gundrA	AK-2.4	1139	exact	MW SKD	2
priyaNgu	AK-2.4	1139	exact	AP CAE CCS MD MW PWG PWK VCP VEI	9
PalinI	AK-2.4	1139	miss		0
PalI	AK-2.4	1139	exact	AP CCS MW PWK SKD VCP	6
vizvaksenA	AK-2.4	1139	exact	MW SKD	2
ganDaPalI	AK-2.4	1139	exact	AP MW PWG SKD	4
kAramBA	AK-2.4	1139	exact	AP BUR MW PWG PWK SKD	6
priyaka	AK-2.4	1139	exact	INM MD MW PWG PWK VCP	6
maRqUkaparRa	AK-2.4	1140	exact	MW PWG PWK VCP	4
patrorRa	AK-2.4	1140	exact	INM	1
nawa	AK-2.4	1140	exact	BHS BUR CAE CCS MD MW PWG PWK SKD VCP	10
kawvaNga	AK-2.4	1140	exact	BUR CAE MD PWG PWK VCP	6
wuRwuka	AK-2.4	1140	exact	AP BUR MW PWG PWK VCP	6
syonAka	AK-2.4	1140	exact	MW	1
SukanAsa	AK-2.4	1140	exact	AP MW PWG PWK VCP	5
fkza	AK-2.4	1140	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	13
dIrGavfnta	AK-2.4	1140	exact	MW PWG PWK VCP	4
kuwannawa	AK-2.4	1140	exact	MW PWG PWK VCP	4
SoRaka	AK-2.4	1140	exact	MW PWG PWK VCP	4
aralu	AK-2.4	1140	exact	BUR MW PWK VCP	4
tizyaPalA	AK-2.4	1141	exact	MW PWG PWK SKD VCP	5
AmalakI	AK-2.4	1141	exact	AP MW SKD	3
amftA	AK-2.4	1141	exact	AP INM MW SKD	4
vayaHsTA	AK-2.4	1141	exact	AP MW SKD	3
viBItaka	AK-2.4	1142	exact	CAE INM MW PWG PWK VCP VEI	7
akza	AK-2.4	1142	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	13
tuza	AK-2.4	1142	exact	BUR CAE CCS MD MW PWG PWK SCH SKD VCP VEI	11
karzaPala	AK-2.4	1142	exact	BUR MW PWG PWK VCP	5
BUtAvAsa	AK-2.4	1142	exact	CAE INM MW PWG PWK VCP	6
kalidruma	AK-2.4	1142	exact	MD MW PWG PWK VCP	5
aBayA	AK-2.4	1143	exact	AP BHS MW SKD	4
avyaTA	AK-2.4	1143	exact	AP MW PWG PWK SKD VCP	6
paTyA	AK-2.4	1143	exact	AP GRA MW SKD	4
kAyasTA	AK-2.4	1143	exact	AP MW SKD	3
pUtanA	AK-2.4	1143	exact	AP INM MW PWG SCH SKD VCP	7
amftA	AK-2.4	1143	exact	AP INM MW SKD	4
harItakI	AK-2.4	1143	exact	AP MW VCP	3
hEmavatI	AK-2.4	1143	exact	AP INM MW SKD	4
cetakI	AK-2.4	1143	exact	AP MW PWG PWK SCH SKD VCP	7
SreyasI	AK-2.4	1143	exact	AP BHS MW SKD	4
SivA	AK-2.4	1143	exact	AP INM MD MW SKD VCP	6
pItadru	AK-2.4	1144	exact	MW PWG PWK VCP	4
sarala	AK-2.4	1144	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH VCP	11
pUtikAzWa	AK-2.4	1144	exact	MW PWG PWK VCP	4
drumotpala	AK-2.4	1145	exact	MW PWG PWK SCH VCP	5
karRikAra	AK-2.4	1145	exact	CAE CCS MD MW PWG PWK	6
parivyADa	AK-2.4	1145	exact	BUR INM MW PWG PWK SCH VCP	7
lakuca	AK-2.4	1146	exact	CAE MW PWG PWK VCP	5
likuca	AK-2.4	1146	exact	BUR MW PWG PWK VCP	5
qahu	AK-2.4	1146	exact	BUR MW PWG PWK VCP	5
panasa	AK-2.4	1147	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
kaRwakiPala	AK-2.4	1147	exact	MW PWG PWK SCH VCP	5
nicula	AK-2.4	1148	exact	BUR CAE CCS MW PWG PWK VCP	7
hijjala	AK-2.4	1148	exact	MW PWG PWK VCP	4
ambuja	AK-2.4	1148	exact	AP CAE CCS MD MW PWG PWK VCP	8
kAkodumbarikA	AK-2.4	1149	exact	PWG PWK SKD	3
Palgu	AK-2.4	1149	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SKD VCP VEI	14
malapU	AK-2.4	1149	exact	MW PWG PWK VCP	4
jaGanePalA	AK-2.4	1149	exact	MW PWG PWK SKD VCP	5
arizwa	AK-2.4	1150	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
sarvatoBadra	AK-2.4	1150	exact	CAE CCS INM MW PWG PWK SCH VCP	8
hiNguniryAsa	AK-2.4	1150	exact	MW PWG PWK VCP	4
mAlaka	AK-2.4	1150	exact	BHS CAE MW PWG PWK SCH VCP	7
picumanda	AK-2.4	1150	exact	BHS MW PWG PWK VCP	5
nimba	AK-2.4	1150	exact	BUR CAE CCS MD MW PWG PWK VCP	8
picCila	AK-2.4	1151	exact	AP CAE MD MW PWG PWK VCP	7
aguru	AK-2.4	1151	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	12
SiMSapA	AK-2.4	1151	exact	AP GRA MD MW PWG SKD VCP VEI	8
kapilA	AK-2.4	1152	exact	AP BHS INM MW SKD	5
BasmagarBA	AK-2.4	1152	exact	MW SKD	2
SirIza	AK-2.4	1153	exact	CAE CCS MD MW PWG PWK SCH VCP	8
kapItana	AK-2.4	1153	exact	BUR CAE CCS MD MW PWG PWK VCP	8
BaRqila	AK-2.4	1153	exact	AP BUR MW PWG PWK SCH VCP	7
cAmpeya	AK-2.4	1154	exact	BHS BUR INM MD MW PWG PWK VCP	8
campaka	AK-2.4	1154	exact	BHS CAE CCS MD MW PWG PWK VCP	8
hemapuzpaka	AK-2.4	1154	exact	MW PWG PWK SCH	4
ganDaPalI	AK-2.4	1155	exact	AP MW PWG SKD	4
kesara	AK-2.4	1156	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP	10
bakula	AK-2.4	1156	exact	CAE CCS INM MD MW PWG PWK	7
vaYjula	AK-2.4	1157	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
aSoka	AK-2.4	1157	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
karaka	AK-2.4	1158	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
dAqima	AK-2.4	1158	exact	BUR CAE CCS MD MW PWG PWK VCP	8
cAmpeya	AK-2.4	1159	exact	BHS BUR INM MD MW PWG PWK VCP	8
