L	key1	devanagari	translit	sense	pc	anchor
38715	nikfzwa	निकृष्ट	nikṛṣṭa		4-0134	pc
38716	niketa	निकेत	niketa		4-0134	pc
38717	niketana	निकेतन	niketana		4-0134	pc
38718	nikocaka	निकोचक	nikocaka		4-0134	pc
38719	nikocana	निकोचन	nikocana		4-0134	pc
38721	nikoTaka	निकोथक	nikothaka		4-0134	pc
38722	nikoSya	निकोश्य	nikośya		4-0134	pc
38723	niktahasta	निक्तहस्त	niktahasta		4-0135	pc
38724	nikramaRa	निक्रमण	nikramaṇa		4-0135	pc
38725	nikrIqa	निक्रीड	nikrīḍa		4-0135	pc
38726	nikvaRa	निक्वण	nikvaṇa		4-0135	pc
38728	nikz	निक्ष्	nikṣ	,	4-0135	pc
38729	nikzA	निक्षा	nikṣā		4-0135	pc
38730	nikzuBA	निक्षुभा	nikṣubhā		4-0135	pc
38731	nikzepa	निक्षेप	nikṣepa		4-0135	pc
38732	nikzepaRa	निक्षेपण	nikṣepaṇa		4-0135	pc
38734	nikzepya	निक्षेप्य	nikṣepya		4-0135	pc
38735	niKanana	निखनन	nikhanana		4-0135	pc
38736	niKara	निखर	nikhara		4-0135	pc
38738	niKarvaka	निखर्वक	nikharvaka		4-0135	pc
38739	niKarvawa	निखर्वट	nikharvaṭa		4-0135	pc
38740	niKarvAda	निखर्वाद	nikharvāda		4-0135	pc
38741	niKAta	निखात	nikhāta		4-0135	pc
38742	niKAtaka	निखातक	nikhātaka		4-0136	pc
38743	niKila	निखिल	nikhila		4-0136	pc
38744	niKuryapa	निखुर्यप	nikhuryapa		4-0136	pc
38745	niga	निग	niga		4-0136	pc
38746	nigaqa	निगड	nigaḍa		4-0136	pc
38747	nigaqana	निगडन	nigaḍana		4-0136	pc
38749	nigaRa	निगण	nigaṇa		4-0136	pc
38750	nigada	निगद	nigada		4-0136	pc
38751	nigadita	निगदित	nigadita		4-0137	pc
38752	nigama	निगम	nigama		4-0137	pc
38753	nigamana	निगमन	nigamana		4-0137	pc
38754	nigamin	निगमिन्	nigamin		4-0137	pc
38755	nigaraRa	निगरण	nigaraṇa		4-0137	pc
38756	nigala	निगल	nigala		4-0137	pc
38757	nigalana	निगलन	nigalana		4-0138	pc
38758	nigAda	निगाद	nigāda		4-0138	pc
38759	nigAdin	निगादिन्	nigādin		4-0138	pc
38760	nigAra	निगार	nigāra		4-0138	pc
38761	nigAraka	निगारक	nigāraka		4-0138	pc
38762	nigAla	निगाल	nigāla		4-0138	pc
38763	nigAlaka	निगालक	nigālaka		4-0138	pc
38764	nigu	निगु	nigu		4-0138	pc
38765	nigut	निगुत्	nigut		4-0138	pc
38767	nigUQa	निगूढ	nigūḍha		4-0138	pc
38768	nigUhaka	निगूहक	nigūhaka		4-0138	pc
38769	nigUhana	निगूहन	nigūhana		4-0138	pc
38772	nigfhya	निगृह्य	nigṛhya		4-0138	pc
38773	nigranTana	निग्रन्थन	nigranthana		4-0138	pc
38775	nigraha	निग्रह	nigraha		4-0138	pc
38776	nigrahaRa	निग्रहण	nigrahaṇa		4-0139	pc
38777	nigrahItavya	निग्रहीतव्य	nigrahītavya		4-0139	pc
38778	nigrABa	निग्राभ	nigrābha		4-0139	pc
38779	nigrABya	निग्राभ्य	nigrābhya		4-0139	pc
38780	nigrAha	निग्राह	nigrāha		4-0139	pc
38781	nigrAhya	निग्राह्य	nigrāhya		4-0139	pc
38784	niGaRwi	निघण्टि	nighaṇṭi		4-0140	pc
38786	niGaRwu	निघण्टु	nighaṇṭu		4-0140	pc
38788	niGarza	निघर्ष	nigharṣa		4-0140	pc
38789	niGarzaRa	निघर्षण	nigharṣaṇa		4-0140	pc
38790	niGasa	निघस	nighasa		4-0140	pc
38791	niGAta	निघात	nighāta		4-0140	pc
38792	niGAti	निघाति	nighāti		4-0140	pc
38793	niGAtin	निघातिन्	nighātin		4-0140	pc
38794	niGfzva	निघृष्व	nighṛṣva		4-0140	pc
38795	niGna	निघ्न	nighna		4-0140	pc
38796	niGnaka	निघ्नक	nighnaka		4-0140	pc
38798	nicaNkuRa	निचङ्कुण	nicaṅkuṇa		4-0140	pc
38799	nicandra	निचन्द्र	nicandra		4-0140	pc
38800	nicamana	निचमन	nicamana		4-0140	pc
38801	nicaya	निचय	nicaya	1	4-0141	pc
38801	nicaya	निचाय	nicāya		4-0141	pc
38802	nicaya	निचय	nicaya	2	4-0141	pc
38803	nicayaka	निचयक	nicayaka		4-0141	pc
38804	nicANkuRa	निचाङ्कुण	nicāṅkuṇa		4-0141	pc
38806	nicikI	निचिकी	nicikī		4-0141	pc
38807	nicita	निचित	nicita		4-0141	pc
38808	nicira	निचिर	nicira		4-0141	pc
38809	nicuNkuRa	निचुङ्कुण	nicuṅkuṇa		4-0141	pc
38810	nicumpuRa	निचुम्पुण	nicumpuṇa		4-0141	pc
38811	nicula	निचुल	nicula		4-0141	pc
38812	niculaka	निचुलक	niculaka		4-0141	pc
38813	nicft	निचृत्	nicṛt		4-0141	pc
38814	nicekAya	निचेकाय	nicekāya		4-0141	pc
38816	niceya	निचेय	niceya		4-0142	pc
38817	niceru	निचेरु	niceru		4-0142	pc
38818	nicola	निचोल	nicola		4-0142	pc
38819	nicolaka	निचोलक	nicolaka		4-0142	pc
38820	nicCavi	निच्छवि	nicchavi		4-0142	pc
38821	nicCivi	निच्छिवि	nicchivi		4-0142	pc
38822	nicCeda	निच्छेद	niccheda		4-0142	pc
38823	nij	निज्	nij	,	4-0142	pc
38824	nija	निज	nija		4-0143	pc
38825	nijaGAsa	निजघास	nijaghāsa		4-0143	pc
38826	nijaGni	निजघ्नि	nijaghni		4-0143	pc
38828	nijaDfti	निजधृति	nijadhṛti		4-0143	pc
38829	nijamukta	निजमुक्त	nijamukta		4-0143	pc
38830	nijAnukA	निजानुका	nijānukā		4-0143	pc
38831	niji	निजि	niji		4-0143	pc
38833	niwala	निटल	niṭala		4-0143	pc
38834	niwalAkza	निटलाक्ष	niṭalākṣa		4-0143	pc
38836	niRqikA	निण्डिका	niṇḍikā		4-0144	pc
38837	niRya	निण्य	niṇya		4-0144	pc
38839	nitatnI	नितत्नी	nitatnī		4-0144	pc
38840	nitamba	नितम्ब	nitamba		4-0144	pc
38842	nitambin	नितम्बिन्	nitambin		4-0144	pc
38843	nitamBU	नितम्भू	nitambhū		4-0144	pc
38844	nitarAm	नितराम्	nitarām		4-0144	pc
38845	nitala	नितल	nitala		4-0145	pc
38846	nitAna	नितान	nitāna		4-0145	pc
38847	nitAnta	नितान्त	nitānta		4-0145	pc
38849	nitikti	नितिक्ति	nitikti		4-0145	pc
38850	nitoda	नितोद	nitoda		4-0145	pc
38851	nitodin	नितोदिन्	nitodin		4-0145	pc
38852	nitoSana	नितोशन	nitośana		4-0145	pc
38853	nitya	नित्य	nitya		4-0145	pc
38854	nityagati	नित्यगति	nityagati		4-0146	pc
38855	nityatA	नित्यता	nityatā		4-0146	pc
38856	nityatva	नित्यत्व	nityatva		4-0146	pc
38857	nityadA	नित्यदा	nityadā		4-0146	pc
38859	nityaparivfta	नित्यपरिवृत	nityaparivṛta		4-0146	pc
38860	nityapUjAyantra	नित्यपूजायन्त्र	nityapūjāyantra		4-0146	pc
38861	nityaBAva	नित्यभाव	nityabhāva		4-0146	pc
38862	nityamaya	नित्यमय	nityamaya		4-0147	pc
38863	nityayOvana	नित्ययौवन	nityayauvana		4-0147	pc
38864	nityavatsa	नित्यवत्स	nityavatsa		4-0147	pc
38865	nityavitrasta	नित्यवित्रस्त	nityavitrasta		4-0147	pc
38866	nityavEkuRWa	नित्यवैकुण्ठ	nityavaikuṇṭha		4-0147	pc
38867	nityaSaya	नित्यशय	nityaśaya		4-0147	pc
38868	nityaSas	नित्यशस्	nityaśas		4-0147	pc
38869	nityastotra	नित्यस्तोत्र	nityastotra		4-0147	pc
38871	nityAyukta	नित्यायुक्त	nityāyukta		4-0147	pc
38872	nityAritra	नित्यारित्र	nityāritra		4-0147	pc
38873	nityotkziptahasta	नित्योत्क्षिप्तहस्त	nityotkṣiptahasta		4-0147	pc
38874	nityodita	नित्योदित	nityodita		4-0147	pc
38875	nityodyukta	नित्योद्युक्त	nityodyukta		4-0147	pc
38876	nid	निद्	nid	1	4-0147	pc
38877	nid	निद्	nid	2	4-0148	pc
38878	nida	निद	nida		4-0148	pc
38879	nidaRqa	निदण्ड	nidaṇḍa		4-0148	pc
38880	nidadru	निदद्रु	nidadru		4-0148	pc
38881	nidarSaka	निदर्शक	nidarśaka		4-0148	pc
38882	nidarSana	निदर्शन	nidarśana		4-0148	pc
38883	nidarSin	निदर्शिन्	nidarśin		4-0149	pc
38884	nidA	निदा	nidā		4-0149	pc
38885	nidAGa	निदाघ	nidāgha		4-0149	pc
38886	nidAGakara	निदाघकर	nidāghakara		4-0149	pc
38888	nidAna	निदान	nidāna		4-0149	pc
38890	nidigDa	निदिग्ध	nidigdha		4-0150	pc
38892	nidiDyAsana	निदिध्यासन	nididhyāsana		4-0150	pc
38895	niduSa	निदुश	niduśa		4-0150	pc
38896	nideSa	निदेश	nideśa		4-0150	pc
38897	nideSin	निदेशिन्	nideśin		4-0151	pc
38899	nidrA	निद्रा	nidrā		4-0151	pc
38900	nidrAdaridra	निद्रादरिद्र	nidrādaridra		4-0151	pc
38901	nidrAmaya	निद्रामय	nidrāmaya		4-0151	pc
38903	nidrAyoga	निद्रायोग	nidrāyoga		4-0151	pc
38904	nidrAlu	निद्रालु	nidrālu		4-0151	pc
38905	nidrAvfkza	निद्रावृक्ष	nidrāvṛkṣa		4-0152	pc
38906	nidrAsaMjanana	निद्रासंजनन	nidrāsaṃjanana		4-0152	pc
38907	nidrita	निद्रित	nidrita		4-0152	pc
38908	niDana	निधन	nidhana		4-0152	pc
38909	niDanakAma	निधनकाम	nidhanakāma		4-0153	pc
38910	niDanakriyA	निधनक्रिया	nidhanakriyā		4-0153	pc
38911	niDanatA	निधनता	nidhanatā		4-0153	pc
38912	niDanapati	निधनपति	nidhanapati		4-0153	pc
38913	niDanaBUta	निधनभूत	nidhanabhūta		4-0153	pc
38915	niDA	निधा	nidhā		4-0153	pc
38917	niDAtavya	निधातव्य	nidhātavya		4-0153	pc
38918	niDAna	निधान	nidhāna		4-0153	pc
38919	niDAnaka	निधानक	nidhānaka		4-0153	pc
38920	niDAneSa	निधानेश	nidhāneśa		4-0153	pc
38921	niDAnya	निधान्य	nidhānya		4-0153	pc
38922	niDApati	निधापति	nidhāpati		4-0153	pc
38924	niDAraya	निधारय	nidhāraya		4-0153	pc
38925	niDi	निधि	nidhi		4-0154	pc
38926	niDigopa	निधिगोप	nidhigopa		4-0154	pc
38927	niDinATa	निधिनाथ	nidhinātha		4-0154	pc
38928	niDipa	निधिप	nidhipa		4-0154	pc
38928	niDipa	निधिपा	nidhipā		4-0154	pc
38929	niDipati	निधिपति	nidhipati		4-0154	pc
38930	niDipatidatta	निधिपतिदत्त	nidhipatidatta		4-0154	pc
38932	niDipAla	निधिपाल	nidhipāla		4-0154	pc
38933	niDipAlita	निधिपालित	nidhipālita		4-0154	pc
38935	niDISvara	निधीश्वर	nidhīśvara		4-0155	pc
38936	niDuvana	निधुवन	nidhuvana		4-0155	pc
38937	niDfti	निधृति	nidhṛti		4-0155	pc
38938	niDeya	निधेय	nidheya		4-0155	pc
38939	niDyAna	निध्यान	nidhyāna		4-0155	pc
38940	niDruva	निध्रुव	nidhruva		4-0155	pc
38941	niDruvi	निध्रुवि	nidhruvi		4-0155	pc
38942	niDvAna	निध्वान	nidhvāna		4-0155	pc
38943	ninaNkzu	निनङ्क्षु	ninaṅkṣu		4-0155	pc
38944	ninada	निनद	ninada		4-0155	pc
38944	ninada	निनाद	nināda		4-0155	pc
38945	ninayana	निनयन	ninayana		4-0155	pc
38946	ninartaSatru	निनर्तशत्रु	ninartaśatru		4-0155	pc
38947	ninarda	निनर्द	ninarda		4-0155	pc
38949	ninAdin	निनादिन्	ninādin		4-0155	pc
38950	ninAhya	निनाह्य	nināhya		4-0155	pc
38951	ninitsu	निनित्सु	ninitsu		4-0156	pc
38952	ninIzA	निनीषा	ninīṣā		4-0156	pc
38953	ninIzu	निनीषु	ninīṣu		4-0156	pc
38955	ninftti	निनृत्ति	ninṛtti		4-0156	pc
38956	nind	निन्द्	nind		4-0156	pc
38957	nindaka	निन्दक	nindaka		4-0156	pc
38958	nindatala	निन्दतल	nindatala		4-0156	pc
38959	nindana	निन्दन	nindana		4-0156	pc
38960	nindanIya	निन्दनीय	nindanīya		4-0156	pc
38961	nindA	निन्दा	nindā		4-0156	pc
38963	nindin	निन्दिन्	nindin		4-0156	pc
38964	nindu	निन्दु	nindu		4-0156	pc
38965	nindya	निन्द्य	nindya		4-0156	pc
38966	nindyatA	निन्द्यता	nindyatā		4-0157	pc
38967	ninv	निन्व्	ninv	,	4-0157	pc
38968	nipa	निप	nipa		4-0157	pc
38969	nipakzati	निपक्षति	nipakṣati		4-0157	pc
38970	nipaWa	निपठ	nipaṭha		4-0157	pc
38970	nipaWa	निपाठ	nipāṭha		4-0157	pc
38972	nipaWiti	निपठिति	nipaṭhiti		4-0157	pc
38973	nipatana	निपतन	nipatana		4-0157	pc
38974	nipatyarohiRI	निपत्यरोहिणी	nipatyarohiṇī		4-0157	pc
38975	nipatyA	निपत्या	nipatyā		4-0157	pc
38976	nipalASam	निपलाशम्	nipalāśam		4-0157	pc
38977	nipAka	निपाक	nipāka		4-0157	pc
38979	nipAta	निपात	nipāta		4-0157	pc
38980	nipAtaka	निपातक	nipātaka		4-0158	pc
38981	nipAtana	निपातन	nipātana		4-0158	pc
38982	nipAtanIya	निपातनीय	nipātanīya		4-0158	pc
38983	nipAtin	निपातिन्	nipātin		4-0158	pc
38984	nipAtya	निपात्य	nipātya		4-0158	pc
38985	nipAda	निपाद	nipāda		4-0158	pc
38986	nipAna	निपान	nipāna		4-0158	pc
38988	nipIqanA	निपीडना	nipīḍanā		4-0159	pc
38989	nipIti	निपीति	nipīti		4-0159	pc
38990	nipu	निपु	nipu		4-0159	pc
38991	nipuRa	निपुण	nipuṇa		4-0159	pc
38992	nipuRatA	निपुणता	nipuṇatā		4-0159	pc
38993	nipuRikA	निपुणिका	nipuṇikā		4-0159	pc
38994	nipur	निपुर्	nipur		4-0159	pc
38996	niPalA	निफला	niphalā		4-0160	pc
38997	niPAlana	निफालन	niphālana		4-0160	pc
38998	niPena	निफेन	niphena		4-0160	pc
39000	nibanDa	निबन्ध	nibandha		4-0160	pc
39001	nibanDaka	निबन्धक	nibandhaka		4-0160	pc
39002	nibanDana	निबन्धन	nibandhana		4-0160	pc
39003	nibanDanaka	निबन्धनक	nibandhanaka		4-0160	pc
39004	nibanDasaMgraha	निबन्धसंग्रह	nibandhasaṃgraha		4-0161	pc
39005	nibanDika	निबन्धिक	nibandhika		4-0161	pc
39006	nibanDin	निबन्धिन्	nibandhin		4-0161	pc
39007	nibarhaRa	निबर्हण	nibarhaṇa		4-0161	pc
39008	nibala	निबल	nibala		4-0161	pc
39009	nibADa	निबाध	nibādha		4-0161	pc
39010	nibodDavya	निबोद्धव्य	niboddhavya		4-0161	pc
39011	niboDa	निबोध	nibodha		4-0161	pc
39012	niBa	निभ	nibha		4-0161	pc
39013	niBartsana	निभर्त्सन	nibhartsana		4-0161	pc
39014	niBasad	निभसद्	nibhasad		4-0161	pc
39015	niBAlana	निभालन	nibhālana		4-0161	pc
39017	niBUta	निभूत	nibhūta		4-0161	pc
39018	niBUyapa	निभूयप	nibhūyapa		4-0161	pc
39019	niBfta	निभृत	nibhṛta		4-0161	pc
39020	nimagna	निमग्न	nimagna		4-0161	pc
39021	nimajjaTu	निमज्जथु	nimajjathu		4-0161	pc
39022	nimajjana	निमज्जन	nimajjana		4-0161	pc
39023	nimada	निमद	nimada		4-0162	pc
39024	nimantraka	निमन्त्रक	nimantraka		4-0162	pc
39025	nimantraRa	निमन्त्रण	nimantraṇa		4-0162	pc
39026	nimantrya	निमन्त्र्य	nimantrya		4-0162	pc
39027	nimanyu	निमन्यु	nimanyu		4-0162	pc
39028	nimaya	निमय	nimaya		4-0162	pc
39029	nimAtavya	निमातव्य	nimātavya		4-0162	pc
39030	nimAna	निमान	nimāna		4-0162	pc
39031	nimi	निमि	nimi		4-0162	pc
39032	nimita	निमित	nimita		4-0162	pc
39033	nimitta	निमित्त	nimitta		4-0162	pc
39034	nimittaka	निमित्तक	nimittaka		4-0163	pc
39035	nimittakAraRa	निमित्तकारण	nimittakāraṇa		4-0163	pc
39036	nimittakAla	निमित्तकाल	nimittakāla		4-0163	pc
39037	nimittakft	निमित्तकृत्	nimittakṛt		4-0163	pc
39039	nimittatva	निमित्तत्व	nimittatva		4-0163	pc
39040	nimittanidAna	निमित्तनिदान	nimittanidāna		4-0163	pc
39041	nimittavid	निमित्तविद्	nimittavid		4-0163	pc
39042	nimittahetu	निमित्तहेतु	nimittahetu		4-0163	pc
39043	nimittin	निमित्तिन्	nimittin		4-0163	pc
39045	nimittIBU	निमित्तीभू	nimittībhū		4-0164	pc
39046	nimiMDara	निमिंधर	nimiṃdhara		4-0164	pc
39047	nimiSla	निमिश्ल	nimiśla		4-0164	pc
39048	nimiz	निमिष्	nimiṣ		4-0164	pc
39049	nimiza	निमिष	nimiṣa		4-0164	pc
39050	nimizakzetra	निमिषक्षेत्र	nimiṣakṣetra		4-0164	pc
39051	nimIlana	निमीलन	nimīlana		4-0164	pc
39052	nimIlA	निमीला	nimīlā		4-0164	pc
39053	nimIlikA	निमीलिका	nimīlikā		4-0164	pc
39054	nimIlin	निमीलिन्	nimīlin		4-0164	pc
39055	nimISvara	निमीश्वर	nimīśvara		4-0164	pc
39056	nimUlam	निमूलम्	nimūlam		4-0165	pc
39057	nimfgra	निमृग्र	nimṛgra		4-0165	pc
39059	nimeya	निमेय	nimeya		4-0165	pc
39060	nimeza	निमेष	nimeṣa		4-0165	pc
39061	nimezaka	निमेषक	nimeṣaka		4-0165	pc
39063	nimezaRa	निमेषण	nimeṣaṇa		4-0165	pc
39064	nimezatas	निमेषतस्	nimeṣatas		4-0165	pc
39065	nimezadyut	निमेषद्युत्	nimeṣadyut		4-0165	pc
39066	nimezaruc	निमेषरुच्	nimeṣaruc		4-0165	pc
39067	nimna	निम्न	nimna		4-0165	pc
39068	nimnagata	निम्नगत	nimnagata		4-0166	pc
39069	nimnagA	निम्नगा	nimnagā		4-0166	pc
39070	nimnatala	निम्नतल	nimnatala		4-0166	pc
39071	nimnadeSa	निम्नदेश	nimnadeśa		4-0166	pc
39072	nimnaBAga	निम्नभाग	nimnabhāga		4-0166	pc
39073	nimnEs	निम्नैस्	nimnais		4-0166	pc
39074	nimba	निम्ब	nimba		4-0166	pc
39076	nimbataru	निम्बतरु	nimbataru		4-0166	pc
39077	nimbarajas	निम्बरजस्	nimbarajas		4-0166	pc
39078	nimbavatI	निम्बवती	nimbavatī		4-0166	pc
39080	nimbUka	निम्बूक	nimbūka		4-0166	pc
39081	nimrukti	निम्रुक्ति	nimrukti		4-0166	pc
39082	nimruc	निम्रुच्	nimruc		4-0166	pc
39083	nimlukti	निम्लुक्ति	nimlukti		4-0166	pc
39084	nimloca	निम्लोच	nimloca		4-0166	pc
39085	nimlocanI	निम्लोचनी	nimlocanī		4-0166	pc
39086	nimloci	निम्लोचि	nimloci		4-0167	pc
39087	niyata	नियत	niyata		4-0167	pc
39088	niyati	नियति	niyati		4-0167	pc
39090	niyantavya	नियन्तव्य	niyantavya		4-0167	pc
39091	niyantu	नियन्तु	niyantu		4-0167	pc
39092	niyantraRa	नियन्त्रण	niyantraṇa		4-0167	pc
39093	niyama	नियम	niyama		4-0167	pc
39094	niyamana	नियमन	niyamana		4-0168	pc
39095	niyamapAla	नियमपाल	niyamapāla		4-0168	pc
39097	niyamasTiti	नियमस्थिति	niyamasthiti		4-0168	pc
39098	niyamya	नियम्य	niyamya		4-0169	pc
