pwkvn_k1	pc	mw_L	mw_pc	in_mw_sup
kAlamahI	7-332-a	49149	277,2	main
kAlanemipurARa	2-298-a	49463	278,3	main
kAlanirRayaSikzA	2-298-a	49458	278,2	main
kAlapakva	3-259-b	49468	278,3	main
kAlaparipAka	3-259-b	49470	278,3	main
kAlapraRAlikA	7-387-b	49479	1324,3	sup
kAlaprakASikA	2-298-a	49479	1324,3	sup
kAlasAra	2-298-a	49201	277,2	main
kAlasiMha	2-298-a	49202	277,2	main
kAlavAla	2-298-a	49181	277,2	main
kAlayoga	4-297-c	49497	278,3	main
kAlayuta	7-332-a	49496	1324,3	sup
kAliNga	7-387-b	49672	279,2	main
kAlika	3-259-c	49657	279,2	main
kAliya	3-259-c	49702	279,3	main
kAlpya	7-332-a	49729	1324,3	sup
kAmaDAtu	7-331-b	48090	272,2	main
kAmada	7-331-b	48052	1324,2	sup
kAmapAla	3-259-b	48107	272,2	main
kAmapuz	7-331-c	48109	1324,2	sup
kAmarUpin	3-259-b	48159	272,3	main
kAmavarza	3-259-b	48169	1324,2	sup
kAmavftta	7-331-c	48187	272,3	main
kAmpIlavAsin	7-331-c	48432	273,3	main
kAmyaSrAdDa	6-300-a	48389	1324,2	sup
kAmyezwi	3-259-b	48392	1324,2	sup
kAntAravAsinI	6-300-a	47798	271,1	main
kAnta	2-298-a	47738	270,3	main
kApeya	5-252-a	47905	271,3	sup
kApota	6-300-a	47920	271,3	sup
kArA	5-252-a	48650	275,1	main
kArAdvIpa	7-331-d	48653	1324,2	sup
kArApaka	7-331-d	48659	1324,2	sup
kAra	7-331-c	48604	274,3	sup
kAraMDamin	5-252-a	48617	274,3	main
kAraRa	7-331-c	48605	274,3	main
kAraka	6-300-a	48599	274,3	main
kArayantrika	6-300-a	48513	1324,2	sup
kArdamika	7-387-b	48786	275,3	main
kArikA	7-331-d	48583	274,3	main
kArin	6-300-a	55567	1324,3	sup
kArmAraka	7-331-d	48825	276,1	main
kArmuka	2-298-a	48844	276,1	main
kArotara	7-331-d	48712	275,2	main
kArpAsika	6-300-a	48812	1324,3	sup
kAruRyaDenu	7-331-d	48695	1324,3	sup
kAruRyamaya	6-300-a	48695	1324,3	sup
kArvawika	7-331-d	48956	276,3	main
kArya	4-297-c	48864	276,1	sup
kAryakArin	5-252-a	48872	276,1	main
kAryakzama	4-297-c	48875	276,1	main
kAryatas	3-259-b	48884	276,2	main
kArza	7-331-d	48968	276,3	main
kArzi	2-298-a	48982	276,3	main
kAsa	6-300-a	50114	281,3	sup
kAvyabanDa	4-297-c	49787	1324,3	sup
kAvyalakzaRa	2-298-b	49794	280,1	main
kAvyasaMgraha	2-298-b	49797	1324,3	sup
kAya	6-300-a	48467	274,1	main
kAyasTiti	5-252-a	48485	1324,2	sup
kAyavyUha	7-331-c	48475	1324,2	sup
kAyoQaja	5-252-a	48491	1324,2	sup
kAzWAluka	5-252-a	50062	281,2	main
kAzWaSAlika	5-252-a	50054	1324,3	sup
kAza	5-252-a	49983	281,1	main
kEYjalka	7-334-c	56186	1325,2	sup
kEdArika	5-252-c	56225	311,2	main
kErAtaka	2-299-b	56264	311,3	main
kErAwaka	7-334-c	56255	311,3	main
kEraRaka	7-334-c	56240	311,2	main
kEtavApahnuti	5-252-c	56212	311,2	main
kEvarta	7-334-d	56285	311,3	main
kEvartimustaka	7-334-d	56294	311,3	main
kEwaBa	7-334-c	56190	311,1	main
kEyawa	7-334-c	56238	311,2	main
kISa	7-332-c	50900	285,3	main
kIcaka	7-332-c	50701	1324,3	sup
kIla	2-298-b	50862	285,2	main
kIri	7-387-b	50773	1324,3	sup
kIrtanIya	7-332-c	50792	285,1	main
kIrtana	7-332-c	50789	1324,3	sup
kIrtanya	7-332-c	50793	285,1	main
kIrti	5-252-a	50804	285,2	sup
kIrtiSeza	5-252-b	50824	285,2	main
kORqIvfza	7-335-a	57085	315,3	main
kOSeya	7-335-a	57511	318,1	main
kOSreya	7-335-a	57513	318,1	main
kOddAla	6-300-b	57159	316,1	main
kOja	3-260-b	56980	315,1	main
kOkzeya	7-335-a	56963	315,1	main
kOla	7-335-a	57320	317,1	sup
kOlakAvatI	4-298-a	57368	317,2	main
kOlapatya	7-335-a	57335	317,2	main
kOlawera	4-298-a	57375	317,2	main
kOlawineya	4-298-a	57372	317,2	main
kOlya	7-335-a	57405	317,3	main
kOmAra	2-299-b	57215	316,3	main
kOnta	6-300-b	57170	316,2	main
kOravapARqavIya	3-260-b	57282	317,1	main
kOravyAyaRa	7-335-a	57291	317,1	main
kOrukzetra	7-335-a	57296	1325,2	sup
kOsuma	7-335-a	57571	1325,3	sup
kOtuka	7-335-a	57106	1325,2	sup
kOtukarahasya	3-260-b	57116	316,1	main
kOtukasarvasva	3-260-b	57119	316,1	main
kOzItakirahasya	7-335-a	57525	318,2	main
kU	5-252-b	53781	299,1	main
kUR	2-298-c	53919	299,3	main
kURika	2-299-a	53926	299,3	main
kURitekzaRa	6-300-b	53921	299,3	main
kUdI	7-333-d	53933	1325,1	sup
kUlaka	7-333-d	54121	300,3	main
kUpa	7-333-d	53943	300,1	main
kUq	2-298-c	53917	299,3	main
kUrpAsa	7-333-d	54054	1325,1	sup
kUwAgAraSAlA	7-333-d	53902	299,3	main
kUwI	2-298-c	53915	299,3	main
kUwa	5-252-b	53837	299,2	main
kUwavyavahArin	3-260-a	53875	299,3	main
kUyava	4-298-a	54001	300,1	main
ka	7-328-c	41365	240,3	main
kaMsa	5-251-b	41375	241,1	main
kaMsakfz	3-258-c	41378	241,1	main
kaNka	6-299-b	41611	242,1	main
kaNkaRa	3-258-c	41649	1323,3	sup
kaNkaRaDara	3-258-c	41652	242,2	main
kaNkapfzWI	2-297-a	41624	242,2	main
kaNkavAjita	5-251-b	41630	1323,3	sup
kaNkawa	7-387-a	41636	242,2	main
kaNkolaka	7-328-d	41700	242,3	main
kaPagulma	2-297-b	43702	251,2	main
kaRAwIra	5-251-b	42346	245,1	main
kaRWaBUzaRa	2-297-a	42497	245,3	main
kaRWaga	7-329-a	42471	245,3	main
kaRWamaRi	2-297-a	42501	245,3	main
kaRWanAlikA	7-329-a	42484	1323,3	sup
kaRWasUtra	2-297-a	42516	1323,3	sup
kaRWatawinI	2-297-a	42476	1323,3	sup
kaRWatrARa	7-329-a	42478	1323,3	sup
kaRWya	7-329-a	42547	246,1	sup
kaRika	6-299-b	42329	245,1	main
kaRqUla	5-251-b	42604	246,2	sup
kaRqu	5-251-b	42571	246,1	sup
kaRqula	5-251-b	42587	1323,3	main
kaRwaka	7-387-a	42404	245,2	main
kaRwakija	3-258-c	42436	245,2	main
kaSa	2-297-c	46634	265,1	main
kaSipu	7-387-b	46665	265,1	main
kaSyapottarasaMhitA	2-297-c	46727	265,2	main
kaTA	6-299-b	42778	247,3	main
kaTAkrama	7-329-b	42709	247,1	main
kaTAprabanDa	4-297-b	42718	247,1	main
kaTAprasaNga	5-251-b	42723	247,1	main
kaTAsaMDi	6-299-b	42745	1323,3	sup
kaTaMkaTA	5-251-b	42767	1323,3	sup
kaTaMruru	3-258-c	42765	247,2	main
kaTita	6-299-c	42757	247,2	main
kaWAhaka	7-328-d	42184	244,2	main
kaWaSAWa	2-297-a	42248	244,3	main
kaWinI	6-299-b	42193	244,2	main
kaWina	7-329-a	42196	1323,3	sup
kaWinatArakanATa	7-329-a	42198	1323,3	sup
kacAra	5-251-b	41743	1323,3	sup
kaca	6-299-b	41716	242,3	main
kacaNgala	7-328-d	41739	242,3	main
kacagraha	7-328-d	41719	242,3	main
kadASaya	5-251-b	42840	1323,3	sup
kadaDvaga	5-251-b	42812	1323,3	sup
kadamba	6-299-c	42870	248,1	main
kakkala	7-328-d	41503	241,3	main
kakkolikA	7-387-a	41509	241,3	main
kakuBa	3-258-c	41490	241,3	main
kakudmikanyA	3-258-c	41436	241,2	main
kakummuKa	5-251-b	41495	1323,3	sup
kakvala	2-297-a	41514	241,3	main
kakzya	5-251-b	41592	242,1	main
kal	4-297-c	45581	260,1	main
kalAda	6-300-a	45851	261,2	main
kalAkeli	2-297-c	45845	1324,1	sup
kalAniDi	2-297-c	45858	261,2	main
kalApaka	7-387-b	45862	261,2	main
kalApi	7-330-c	45912	1324,1	sup
kala	7-330-c	45611	260,2	sup
kalaNkakalA	2-297-b	45689	260,2	main
kalaNkeSa	3-259-b	45694	1324,1	sup
kalaha	3-259-b	45816	261,1	main
kalahakArin	3-259-b	45805	261,1	main
kalahapriya	3-259-b	45809	261,1	main
kalamUka	7-387-b	45659	260,2	main
kalamagopavaDU	6-299-c	45732	260,3	main
kalatra	5-251-c	45711	260,3	main
kalaviNka	7-330-c	45760	260,3	main
kalevarapuz	4-297-c	46047	1324,2	sup
kali	5-251-c	45936	262,1	main
kalikA	2-297-c	45971	262,1	main
kalindajA	4-297-c	46005	1324,2	sup
kallAwa	2-297-c	46395	263,3	main
kalpa	2-297-c	46169	263,1	main
kalpadUzya	7-330-d	46104	262,3	main
kalpaka	2-297-c	46174	263,1	main
kalpanATa	7-330-d	46116	1324,2	sup
kalpana	7-330-d	46180	263,1	main
kalpapAdapa	5-251-c	46118	262,3	main
kalpapAla	2-297-c	46121	262,3	main
kalpataru	5-251-c	46100	262,3	main
kalpataruparimala	2-297-c	46101	262,3	main
kalpavfkza	5-251-c	46145	262,3	main
kalpavrata	7-330-d	46146	1324,2	sup
kalyARa	5-251-c	46306	263,2	main
kalyARakara	3-259-b	46308	263,2	main
kalyARalakzaRa	2-297-c	46343	1324,2	sup
kamaRqalu	3-259-a	43904	252,2	main
kamala	2-297-b	43910	252,2	main
kamalagarBa	7-329-c	43821	252,1	main
kamalanayana	6-299-c	43826	252,1	main
kamana	6-299-c	43786	252,1	main
kambA	5-251-c	43987	1324,1	sup
kambalaDAvaka	3-259-a	43973	252,3	main
kambalakAraka	3-259-a	43971	252,3	main
kambalin	2-297-b	43984	252,3	main
kamp	7-329-d	43913	252,3	main
kamra	2-297-b	43897	252,2	main
kan	6-299-c	42917	248,2	main
kanIyaHstana	4-297-b	43065	1323,3	sup
kanTArikA	2-297-a	43181	249,2	main
kanakaSfNgamaya	6-299-c	42982	1323,3	sup
kanakadaRqa	4-297-b	42943	248,2	main
kanakadatta	7-329-b	42944	248,2	main
kanakasena	7-329-b	42984	248,3	main
kand	6-299-c	43192	249,2	main
kanda	6-299-c	43201	249,3	main
kandala	7-387-a	43280	249,3	sup
kandali	7-387-a	43283	1323,3	sup
kandara	4-297-b	43241	249,3	main
kandukalIlA	5-251-b	43305	1323,3	sup
kandukotsava	2-297-a	43307	1323,3	sup
kanizWapraTama	3-258-c	43045	248,3	main
kanyAdUzin	3-258-c	43121	249,1	main
kanyAdarSam	3-258-c	43075	1323,3	sup
kanyAgAra	2-297-a	43075	1323,3	sup
kanyAgfha	2-297-a	43075	1323,3	main
kanya	2-297-a	43321	250,1	main
kapardisvAmin	2-297-b	43365	250,2	main
kapfT	4-297-b	43636	251,2	main
kapiYjala	7-329-c	43625	251,1	main
kapiketu	5-251-b	43446	1323,3	sup
kapilaDUsara	3-259-a	43560	251,1	main
kapilaka	3-259-a	43591	251,1	main
kapilalAwa	7-329-c	43477	1323,3	sup
kapivana	7-329-c	43482	250,3	main
kaqaNgara	7-329-a	42267	1323,3	sup
karAgra	3-259-a	44384	254,3	main
karAnta	7-330-a	44218	1324,1	sup
karIra	3-259-a	44538	255,2	main
karIza	6-299-c	44548	255,2	main
karRAwa	2-297-b	45063	257,3	main
karRa	7-330-a	44790	1324,1	sup
karRaBaNga	4-297-c	44889	1324,1	sup
karRadArin	5-251-c	44832	1324,1	sup
karRanirvAka	3-259-a	44843	1324,1	sup
karRarasAyana	5-251-c	44904	1324,1	sup
karRatAla	2-297-b	44830	256,3	main
karRavaMSa	5-251-c	44911	257,1	main
karSanIya	7-330-c	45533	1324,1	sup
kara	7-329-d	44366	254,3	main
karaBIya	5-251-c	44296	1324,1	sup
karaRIya	2-297-b	44271	1324,1	sup
karaRa	7-329-d	44431	255,1	sup
karaRamantra	6-299-c	44254	1324,1	sup
karaRqakanivApa	3-259-a	44281	254,2	main
karadAyaka	6-299-c	44373	1324,1	sup
karagfhIti	2-297-b	44366	1324,1	sup
karaka	2-297-b	44387	254,3	main
karamBa	3-259-a	44458	255,1	main
karamarI	6-299-c	44439	255,1	main
karanyAsa	3-259-a	44098	253,2	main
karapattraka	7-329-d	44104	253,2	main
karapuwAYjali	3-259-a	44121	253,2	main
karapuwI	3-259-a	44122	253,2	main
kararuhapada	3-259-a	44152	253,3	main
karatAla	2-297-b	44080	253,2	main
karatalatAla	2-297-b	44072	253,2	main
karavindIya	2-297-b	44164	253,3	main
karbUra	7-387-a	45264	258,2	main
karbara	7-330-b	45528	259,3	main
kardamila	7-387-a	45179	1324,1	sup
kardana	2-297-b	45152	258,1	main
karenduka	3-259-a	44231	253,3	main
karikumBa	3-259-a	44305	254,2	main
karimakara	7-330-a	44325	254,2	main
karka	7-330-a	44633	256,1	main
karkanDUkA	3-259-a	44703	256,1	main
karkarika	3-259-a	44725	256,2	main
karkawaSfNga	2-297-b	44666	256,1	main
karmAvadAna	7-330-b	45474	1324,1	sup
karmaPalahetu	6-299-c	45367	1324,1	sup
karmabanDa	4-297-c	45369	259,1	main
karmabudDi	2-297-b	45374	259,1	main
karmadAyAda	7-330-b	45336	1324,1	sup
karmadaRqa	2-297-b	45336	1324,1	sup
karmadeha	7-330-b	45339	1324,1	sup
karmaduzwa	3-259-a	45338	258,3	main
karmajanya	7-330-b	45327	1324,1	sup
karmajita	7-330-b	45328	1324,1	sup
karmakoSa	2-297-b	45305	1324,1	sup
karman	7-330-b	45279	258,3	main
karmapAtaka	3-259-a	45356	1324,1	sup
karmasTAna	7-330-b	45442	259,2	main
karmasvaka	7-330-b	45442	1324,1	sup
karmavyatihAra	7-330-b	45413	259,2	main
karmayoga	4-297-c	45391	259,1	main
karowapARi	7-330-a	44615	1324,1	sup
karpUraka	2-297-b	45233	258,2	main
karpawaka	7-330-b	45182	1324,1	sup
karttikA	2-297-b	45144	1324,1	sup
karuRa	5-251-c	44569	255,3	main
karuRavedin	6-299-c	44574	255,3	main
karvawaka	7-330-c	45526	259,3	main
karzi	2-297-b	45562	260,1	main
kas	3-259-b	46865	266,1	main
kataraTA	4-297-b	42654	1323,3	sup
katiSas	3-258-c	42659	246,3	main
katiTa	6-299-b	42667	246,3	main
kav	7-387-b	46409	263,3	main
kavacaDara	5-251-c	46430	264,1	main
kavacahara	5-251-c	46436	264,1	main
kavacita	6-300-a	46437	264,1	main
kavalya	7-387-b	46487	1324,2	sup
kavanDa	7-387-b	46450	264,1	main
kavaqa	7-331-a	46443	264,1	main
kavaza	3-259-b	46493	264,2	main
kavi	7-331-a	46540	264,2	main
kavikaRWABaraRa	6-300-a	46541	1324,2	sup
kavyahavyaBuj	6-300-a	46624	1324,2	sup
kavyatA	3-259-b	46615	264,3	main
kaw	2-297-a	42163	1323,3	sup
kawAgni	6-299-b	41971	243,3	main
kawIkataruRa	2-297-a	42050	244,1	main
kawa	5-251-b	41915	243,2	main
kawilla	2-297-a	42043	244,1	main
kawiproTa	7-329-a	42028	243,3	main
kawisTa	5-251-b	42038	1323,3	sup
kawuNkatA	3-258-c	42167	244,2	main
kawuSfNgAwa	3-258-c	42122	244,1	main
kawukavallI	6-299-b	42143	244,2	main
kawukaviwapa	6-299-b	42144	244,2	main
kawutikta	2-297-a	42082	244,1	main
kawutumbI	6-299-b	42089	244,1	main
kawutumbinI	6-299-b	42088	244,1	main
kayADu	6-299-c	44033	253,1	main
kayASuBIya	7-329-d	44029	1324,1	sup
kaz	7-331-a	46728	265,2	main
keSAnI	7-334-c	56163	1325,2	sup
keSAntakaraRa	5-252-c	56013	310,2	main
keSa	7-387-c	56100	310,3	main
keSaSmaSru	7-334-c	56000	310,2	main
keSabanDa	4-298-a	55963	310,2	main
keSahasta	7-334-c	56005	310,2	main
keSavApa	3-260-b	55993	1325,2	sup
keSavaSrezWin	6-300-b	56049	310,3	main
keSin	4-298-a	56082	310,3	main
kelikamala	3-260-a	55800	309,3	main
kelipalvala	3-260-b	55824	309,3	main
kenipa	3-260-a	55745	1325,2	sup
kerA	7-334-c	55791	1325,2	sup
kerala	7-334-c	55784	309,3	main
keralikA	5-252-c	55791	309,3	main
keralotpatti	2-299-a	55788	309,3	main
kesarapASa	7-334-c	56123	1325,2	sup
ketana	4-298-a	55636	309,1	main
ketumAla	7-334-c	55683	309,1	main
kevalAnvayin	2-299-a	55895	310,1	main
kevalAtman	7-334-c	55892	310,1	main
kevala	2-299-a	55874	310,1	main
kevalin	2-299-a	55899	310,1	main
kfRuzvapAjIyA	3-260-a	54776	304,2	main
kfRuzvapAjavatI	3-260-a	54775	304,2	main
kfSAluka	7-334-a	55054	305,3	main
kfSa	5-252-c	55021	305,3	main
kfcCradvitIya	7-333-d	54747	1325,1	sup
kfcCrasADya	3-260-a	54758	304,2	main
kfmiSa	7-334-a	55004	305,3	main
kfmisena	7-334-a	54989	305,3	main
kfmitantujAla	2-299-a	54960	305,2	main
kfmuka	7-334-a	55007	305,3	main
kfpARaputrI	7-334-a	54915	1325,2	sup
kfpARayazwi	7-334-a	54915	1325,2	sup
kfpa	3-260-a	54860	305,1	main
kfptu	7-334-a	54930	1325,2	sup
kftASraya	7-334-a	54511	1325,2	sup
kftAvasakTika	3-260-a	54505	303,2	main
kftAvin	7-334-a	54815	304,3	main
kftAya	7-387-c	54478	303,1	main
kftabudDi	2-299-a	54306	302,2	main
kftacihna	2-299-a	54228	302,1	main
kftajYaSIla	2-299-a	54241	302,1	main
kftakzaRa	7-333-d	54221	302,1	sup
kftalakzaRa	5-252-b	54345	302,2	sup
kftalavaRa	3-260-a	54346	302,2	main
kftamUlya	4-298-a	54326	302,2	main
kftamaNgala	4-298-a	54314	302,2	main
kftamanoraTa	4-298-a	54316	302,2	main
kftanAmaka	3-260-a	54270	302,1	main
kftapada	7-333-d	54279	1325,1	sup
kftaprayojana	4-298-a	54294	302,2	main
kftasmaya	7-334-a	54409	1325,2	sup
kftavApa	5-252-c	54352	302,3	main
kftayAma	7-333-d	54330	1325,1	sup
kfti	7-334-a	54816	304,3	main
kftodvAha	6-300-b	54533	303,2	main
kftrimatA	3-260-a	54655	303,3	main
kftsnavIta	4-298-a	54837	304,3	main
kfttikA	7-334-a	54797	304,3	main
kftyAhata	7-387-c	54635	1325,2	sup
kftya	5-252-c	54608	303,3	main
kfz	3-260-a	55084	306,1	main
kfzARa	7-387-c	55091	306,1	main
kfzRAkza	5-252-c	55483	307,3	main
kfzRAlu	3-260-a	55519	308,1	main
kfzRAtreya	7-334-b	55500	308,1	main
kfzRaSIrzan	7-334-b	55446	1325,2	sup
kfzRaSaPa	2-299-a	55437	307,3	main
kfzRaSabala	4-298-a	55438	307,3	main
kfzRaSakuna	7-334-b	55433	1325,2	sup
kfzRabanDu	7-334-b	55336	307,2	main
kfzRacCavi	7-334-b	55248	307,1	main
kfzRadaSa	3-260-a	55283	307,1	main
kfzRajIraka	7-334-b	55257	307,1	main
kfzRakarRa	3-260-a	55207	306,3	main
kfzRakeSa	3-260-a	55222	306,3	main
kfzRalalAma	2-299-a	55394	307,2	main
kfzRaloha	3-260-a	55399	307,3	main
kfzRapadI	2-299-a	55311	307,2	main
kfzRapakza	7-334-b	55306	307,1	main
kfzRapavi	6-300-b	55313	307,2	main
kfzRasAraNga	6-300-b	55467	307,3	main
kfzRasAraTi	6-300-b	55469	307,3	main
kfzRasUnu	7-334-b	55477	307,3	main
kfzRastuti	2-299-a	55480	1325,2	sup
kfzRatAmra	2-299-a	55266	307,1	main
kfzRatUza	2-299-a	55275	307,1	main
kfzRavAla	2-299-a	55414	307,3	main
kfzRayAmala	2-299-a	55385	307,2	main
kfziBAgin	7-334-a	55106	306,1	main
kfzirata	7-334-a	55107	306,1	main
kfzitantra	5-252-c	55103	306,1	main
kfzyakAra	3-260-a	55139	1325,2	sup
kiMcid	3-259-c	50367	283,1	main
kiMcinmAtra	2-298-b	50377	283,1	main
kiMnara	7-332-b	50404	283,1	main
kiMstya	5-252-a	50176	1324,3	sup
kiSora	5-252-a	50644	284,2	main
kiSoraka	2-298-b	50648	284,2	main
kila	6-300-a	50589	284,1	main
kilikila	7-332-c	50614	284,2	main
kilina	2-298-b	50624	1324,3	sup
kimadyaka	6-300-a	50419	1324,3	sup
kimba	7-387-b	50470	1324,3	sup
kiri	2-298-b	50545	284,1	main
kirmira	3-259-c	50568	284,1	main
kiwiBaka	7-332-b	50251	282,2	main
kizkuru	7-332-c	50670	1324,3	sup
klIba	2-299-b	58655	324,1	main
klIta	7-335-c	58638	324,1	main
klItakA	6-300-c	58643	324,1	main
klItakikA	7-335-c	58645	324,1	main
kledin	5-252-c	58593	323,3	main
kliS	7-335-c	58603	323,3	main
klid	7-335-c	58564	323,3	main
koRa	5-252-c	56540	313,1	main
koSADyakza	7-334-d	56841	314,2	main
koSIDAnya	3-260-b	56846	314,2	main
koSa	2-299-b	56770	314,1	main
koSadAsa	2-299-b	56799	314,2	main
koSapITin	3-260-b	56805	314,2	main
kocava	7-334-d	56425	1325,2	sup
kocavaka	7-334-d	56425	1325,2	main
kokilaka	7-334-d	56402	312,2	main
kola	7-334-d	56684	313,3	main
kolatA	5-252-c	56693	313,3	main
komala	7-334-d	56630	313,2	sup
komalaka	7-334-d	56641	313,2	main
kopajanman	3-260-b	56586	313,2	main
kopaka	3-260-b	56603	313,2	main
kopana	7-334-d	56609	313,2	main
kowavI	3-260-b	56456	312,3	main
kowidvaya	7-334-d	56470	312,3	main
kowwapura	5-252-c	56515	312,3	main
kowya	2-299-b	56525	313,1	main
kozWAgArika	7-334-d	56894	314,3	main
kozWekzu	2-299-b	56899	314,3	main
krARA	6-300-b	57961	320,3	main
krAmaRa	7-335-b	57973	320,3	main
krAmika	3-260-b	57975	320,3	main
krAnta	7-335-b	57972	320,3	main
krAnti	2-299-b	57878	320,2	main
krI	4-298-b	58116	321,2	main
krIq	2-299-b	58135	321,2	main
krIqAkapitva	3-260-b	58156	321,3	main
krIqArasamaya	5-252-c	58186	321,3	main
krIta	6-300-b	58214	322,1	main
krOYcAruRa	6-300-c	58513	323,2	main
krOYca	6-300-c	58487	323,2	main
krUrAkza	7-335-b	58399	322,3	main
krUraprakftika	2-299-b	58388	322,3	main
krakz	7-335-a	57647	319,1	main
kram	2-299-b	57749	319,3	main
krama	7-335-b	57766	319,3	main
kramagata	7-387-c	57772	1325,3	sup
kramavfdDi	7-335-b	57806	320,1	main
kramavyatyaya	7-335-b	57806	1325,3	sup
kramoQA	3-260-b	57837	320,1	main
krand	5-252-c	57730	319,2	main
kratukaraRa	5-252-c	57664	319,1	main
krayARaka	3-260-b	58106	321,2	main
krayya	7-335-b	58113	321,2	main
krimRa	4-298-b	57978	320,3	main
kriyAguptaka	3-260-b	58010	321,1	main
kriyAviSAla	7-335-b	58068	321,1	main
kroDaSatru	6-300-b	58265	322,2	main
kroYc	7-335-c	58417	1325,3	sup
kroYcakumArikA	7-335-c	58419	323,1	main
kroqamalla	7-335-c	58449	323,1	main
kroqapattra	2-299-b	58445	323,1	main
kruDmi	5-252-c	58238	322,1	main
kruS	3-260-b	58298	322,2	main
kuBra	4-297-c	52272	292,1	main
kuRW	6-300-b	51824	289,3	main
kuRWarava	2-298-b	51832	289,3	main
kuRapa	6-300-b	51797	289,2	sup
kuRqASin	2-298-b	51896	290,1	sup
kuRqa	7-332-d	51857	289,3	sup
kuRqala	7-332-d	51950	1325,1	sup
kuRqalaka	7-332-d	51950	1325,1	main
kuSIlava	3-260-a	53470	297,3	main
kuSUla	7-333-c	53473	297,3	main
kuSaBAra	7-333-c	53337	1325,1	sup
kuSaRqikA	6-300-b	53400	297,2	main
kuSacIrin	2-298-c	53320	1325,1	sup
kuSaletara	3-260-a	53435	1325,1	sup
kuSamAlin	7-333-c	53337	1325,1	sup
kuSapavitra	3-260-a	53331	1325,1	sup
kuSaprasU	4-298-a	53334	1325,1	sup
kuSeSayalocanA	4-298-a	53384	297,1	main
kuT	7-387-b	52041	290,3	main
kuYjarI	3-259-c	51497	288,1	main
kubera	2-298-c	52215	291,3	main
kuberadatta	2-298-c	52218	291,3	main
kubjaka	2-298-c	52254	291,3	main
kubji	2-298-c	52259	1325,1	sup
kuc	6-300-b	51417	287,3	main
kuhU	7-333-c	53767	299,1	main
kuhakArAva	2-298-c	53737	298,3	main
kuhanA	4-298-a	53723	298,3	main
kuhara	5-252-b	53748	299,1	main
kuharin	2-298-c	53751	1325,1	sup
kuharita	7-387-b	53751	299,1	main
kuja	7-387-b	51443	287,3	main
kujanman	7-387-b	51250	286,3	main
kukkuha	7-332-d	51375	1324,3	sup
kukkuwArAma	7-332-c	51348	287,2	main
kukza	7-332-d	51377	287,2	main
kukzimatI	7-332-d	51396	1324,3	sup
kulAyana	7-333-b	53131	296,1	main
kulaMkula	7-333-b	52851	294,3	main
kulabAlikA	5-252-b	52920	295,1	main
kulagna	5-252-b	51153	1324,3	sup
kulamitra	7-387-b	52938	295,1	main
kulapAlaka	3-260-a	52902	295,1	main
kulapAlin	7-333-b	52905	1325,1	sup
kularAjaDAnI	5-252-b	52947	1325,1	sup
kulavfdDa	7-333-b	52958	295,1	main
kuliSapARi	5-252-b	53172	296,1	main
kulika	2-298-c	53151	296,1	sup
kulmi	2-298-c	53219	1325,1	sup
kulodBava	7-333-b	53037	295,2	main
kumAraDArA	3-259-c	52329	292,2	main
kumAradezRa	7-387-b	52328	1325,1	sup
kumArajIva	5-252-b	52320	292,1	main
kumArapitfmeza	4-298-a	52334	1325,1	sup
kumArarAja	5-252-b	52338	1325,1	sup
kumBIDAnyaka	3-260-a	52614	293,2	main
kumBIpAkya	3-260-a	52622	1325,1	sup
kumBezwakA	7-333-b	52574	293,2	main
kumBya	4-298-a	52638	1325,1	sup
kumuda	6-300-b	52435	292,3	main
kumudasaKI	7-333-a	52446	1325,1	sup
kuntAkunti	5-252-b	52100	1325,1	sup
kunta	7-333-a	52098	291,1	main
kuntalikA	2-298-b	52115	291,1	main
kup	3-259-c	52197	291,3	main
kuqmala	7-332-d	51763	289,2	main
kuraNga	3-260-a	52651	293,3	main
kuraNgamada	4-298-a	52656	1325,1	sup
kuraRwa	7-333-b	52672	293,3	main
kurukzetra	7-333-b	52721	294,1	main
kurumbikA	7-333-b	52775	294,2	main
kurupiSaNgila	3-260-a	52736	294,1	main
kurutA	5-252-b	52770	294,2	main
kusUlaDAnyaka	3-260-a	53686	298,3	main
kusumaSarAsana	5-252-b	53626	298,2	main
kusumakArmuka	6-300-b	53594	298,2	main
kusumaketu	5-252-b	53595	298,2	main
kusumalAvI	5-252-b	53617	1325,1	sup
kusumalakzman	6-300-b	53616	298,2	main
kusumamAlA	2-298-c	53615	1325,1	sup
kusumanagara	3-260-a	53608	298,2	main
kutUhalaSAlA	7-333-a	52009	1325,1	sup
kutUhalita	7-387-b	52010	290,2	main
kutapahAra	6-300-b	50984	1324,3	sup
kutapasOSruta	3-259-c	50984	286,1	main
kutastana	5-252-b	51983	1325,1	sup
kuvEkawika	5-252-b	53292	1020,1	main
kuw	3-259-c	51515	288,1	main
kuwikA	7-332-d	51550	288,2	main
kuwila	3-259-c	51638	288,3	main
kuww	7-332-d	51676	288,3	main
kuwwAka	5-252-b	51697	288,3	main
kuyavAc	5-252-b	52643	293,3	main
kuyava	5-252-b	51136	286,2	main
kuz	2-298-c	53477	297,3	main
kuzWagala	3-260-a	53512	297,3	main
kuzWaka	6-300-b	53541	298,1	main
kvaR	3-260-b	58692	324,2	main
kvaRa	7-335-c	58694	324,2	main
kzA	7-335-d	59245	327,2	main
kzAmANga	4-298-b	60482	333,2	main
kzAma	7-335-d	60475	333,1	main
