pwg_abbrev	citations	share_pct	status	dcs_text	dcs_tokens	tuple_comparable	scheme_verified	pwgbib_source_name
MAHAVĪRAC	2	0.0003	DCS-LACKS					? [Cologne Addition]
PAÑCAT. ED. BOMB. I,	2	0.0003	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
BURNOUF INTR	2	0.0003	DCS-LACKS					? [Cologne Addition]
GOLĀDH	2	0.0003	DCS-LACKS					? [Cologne Addition]
YANTR	2	0.0003	DCS-LACKS					? [Cologne Addition]
SMARADĪPIKĀ (TÜB. HDSCHR.)	2	0.0003	DCS-LACKS					? [Cologne Addition]
WILSON, DICT	2	0.0003	DCS-LACKS					
ANEKĀRTHA A. A. O	2	0.0003	DCS-LACKS					? [Cologne Addition]
DṚKK	2	0.0003	DCS-LACKS					? [Cologne Addition]
GAṆIT. GRAHACCH	2	0.0003	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
ED. COWELL	2	0.0003	DCS-LACKS					
BIBL. INDICA	2	0.0003	DCS-LACKS					
SĀRAMAÑJARĪ	2	0.0003	DCS-LACKS					? [Cologne Addition]
VEDĀNTAS. (AUSG. VON	2	0.0003	DCS-LACKS					VEDĀNTASĀRA, ed. Calc. (Gild. Bibl. 279).
GOP	2	0.0003	DCS-LACKS					? [Cologne Addition]
ŚARDĀRTHAK	2	0.0003	DCS-LACKS					? [Cologne Addition]
MONATSBERR. D. K. PR. AK. D. WW. IN BERLIN	2	0.0003	DCS-LACKS					
WILKINS, GRAMM	2	0.0003	DCS-LACKS					
BHAGAVADBHAKTIVILĀSA	2	0.0003	DCS-LACKS					? [Cologne Addition]
GAṆIT. GRAHĀNAYAN	2	0.0003	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
R. GORR. IV, S	2	0.0003	DCS-LACKS					? [Cologne Addition]
PAÑCAT. ED. BOMB. BUCH IV, S	2	0.0003	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
ŚABDASTOMAMAHĀNIDHI	2	0.0003	DCS-LACKS					? [Cologne Addition]
VIERSCHACH MONATSBERR. D. K. PR. AK. D. WW	2	0.0003	DCS-LACKS					
HĀLA ANH	2	0.0003	DCS-LACKS					? [Cologne Addition]
ṚGVIDHĀNA	2	0.0003	DCS-LACKS					? [Cologne Addition]
SUMANTU	2	0.0003	DCS-LACKS					? [Cologne Addition]
GAṆIT. ADHIMĀS	2	0.0003	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
VOP. VOR	2	0.0003	DCS-LACKS					VOPADEVA'S Grammatik, nach BÖHTLINGK'S Ausgabe (GILD. Bibl. 249, {%a.%} S. 170).
GOVARDH. ĀRYĀS	2	0.0003	DCS-LACKS					? [Cologne Addition]
MED. ADY	2	0.0003	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
DĀYABH. V. U	2	0.0003	DCS-LACKS					DĀYABHĀGA, ed. Calc. 1829 (GILD. Bibl. 344).
MBH. TH	2	0.0003	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
LITH. AUSG. DES MAHĀBH	2	0.0003	DCS-LACKS					
GAṆIT. CAṆDRAGR	2	0.0003	DCS-LACKS					GAṆITĀDHYĀYA? [Cologne Addition]
RĀYAMUKUṬA	2	0.0003	DCS-LACKS					? [Cologne Addition]
DHĀRAṆĪSAṂGRAHA	2	0.0003	DCS-LACKS					? [Cologne Addition]
BURNELL	2	0.0003	DCS-LACKS					? [Cologne Addition]
PISCHEL, DE GRAMM. PR	2	0.0003	DCS-LACKS					
KṚṢṆAJANMAKH	2	0.0003	DCS-LACKS					? [Cologne Addition]
ŚRĪKṚṢṆAJANMAKH	2	0.0003	DCS-LACKS					? [Cologne Addition]
INDEX DES KANDJUR	2	0.0003	DCS-LACKS					
KAṬHINĀVADĀNA	2	0.0003	DCS-LACKS					? [Cologne Addition]
AŚOKĀVADĀNA	2	0.0003	DCS-LACKS					AŚOKĀVADĀNA ? [Cologne Addition]
ṚV. II,	2	0.0003	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
EDD. BOMB	2	0.0003	DCS-LACKS					
VS. P. LXVI	2	0.0003	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
MEGH. ED. ST. V	2	0.0003	DCS-HAS-UNMAPPED	Meghadūta	3393	no		MEGHADŪTA, ed. GILDEMEISTER (GILD. Bibl. 151).
VP. XLV, N	2	0.0003	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
PRASANNAR	2	0.0003	DCS-LACKS					? [Cologne Addition]
M. —	2	0.0003	DCS-LACKS					MANU'S Gesetzbuch in der Ausg. von LOISELEUR DESLONGCHAMPS (GILD. Bibl. 289).
ŚIC	2	0.0003	DCS-LACKS					? [Cologne Addition]
VIE DE HIOUEN-THSANG LXVII	2	0.0003	DCS-LACKS					
MBH. IV,	2	0.0003	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
ARYABH	2	0.0003	DCS-LACKS					? [Cologne Addition]
ROTH, NIR. XXIII	2	0.0003	DCS-LACKS					
LIA. I, ANH. VIII	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
ZEITSCHRIFT FÜR VERGL. SPRACHF. II, HEFT	1	0.0001	DCS-LACKS					
MBH (S	1	0.0001	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
LIA. I, ANH. XXI. XXIV	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
VIJÑĀNEŚVARA	1	0.0001	DCS-LACKS					
CSOMA, TIB. GR	1	0.0001	DCS-LACKS					
MÉM. DE LʼACAD. IMP. DÉS SC. DE ST.-PÉTERSB. VI SÉRIE. I,	1	0.0001	DCS-LACKS					
ARHANT	1	0.0001	DCS-LACKS					
JAINA	1	0.0001	DCS-LACKS					
CANOPUS	1	0.0001	DCS-LACKS					? [Cologne Addition]
ṚV. ANUKRAMAṆIKĀ	1	0.0001	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
WEBER LI	1	0.0001	DCS-LACKS					? [Cologne Addition]
VEDA-P	1	0.0001	DCS-LACKS					VEDAPURĀṆA.
MĀHĪDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
TAITT. SAṂH	1	0.0001	DCS-LACKS					? [Cologne Addition]
CATURBH	1	0.0001	DCS-LACKS					CATURBHUJA, ein Scholiast des MAHĀBHĀRATA; nach An- führungen in BOPP'S Ausgabe des Nala (s. unter N.).
KEŚAVA A. A. O	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH IM	1	0.0001	DCS-LACKS					? [Cologne Addition]
NIRUKTA XIV FGG	1	0.0001	DCS-LACKS					? [Cologne Addition]
BHĀSK	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH, NIR. XLVII	1	0.0001	DCS-LACKS					
BRAHMOP	1	0.0001	DCS-LACKS					BRAHMOPANIṢAD.
RAMĀṆ	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚĀNKHĀYANA	1	0.0001	DCS-LACKS					? [Cologne Addition]
WILS. LEX	1	0.0001	DCS-LACKS					WILSON'S Wörterbuch (GILD. Bibl. 37).
ERLÄUT	1	0.0001	DCS-LACKS					
KĀṬH. EBEND	1	0.0001	DCS-HAS-UNMAPPED	Kāṭhakasaṃhitā	38894	yes		KĀṬHAKA-Recension des YĀJ. V.
AINSLIE, MAT. IND. II,	1	0.0001	DCS-LACKS					
AINSLIE, MAT. IND. I,	1	0.0001	DCS-LACKS					
LIA. I, ANH. XXXIII. BD. II,	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LIA XLIII	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
JOURN. ASIAT. IVE SÉRIE, T. XI, S	1	0.0001	DCS-LACKS					
J. GRIMM	1	0.0001	DCS-LACKS					? [Cologne Addition]
ABH. D. KÖNIGL. AK. D. W. ZU BERLIN,	1	0.0001	DCS-LACKS					
ABH. D. KÖNIGL. AK. D. W. ZU BERLIN, S	1	0.0001	DCS-LACKS					
PRABODH	1	0.0001	DCS-LACKS					PRABODHACANDRODAYA, ed. BROCKHAUS (GILD. Bibl. 216).
DHĀTUVṚTTI	1	0.0001	DCS-LACKS					? [Cologne Addition]
ZEITSCHR. D. D. M. G. VI,	1	0.0001	DCS-LACKS					
VS S. XLII	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
VS. APPENDIKṢ LX. LXIV	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
VS. P. LVII	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
WALLICH	1	0.0001	DCS-LACKS					? [Cologne Addition]
CABDAR	1	0.0001	DCS-LACKS					? [Cologne Addition]
NĀNĀRTHAK	1	0.0001	DCS-LACKS					NĀNĀRTHAKOṢA, eine Sammlung von Wörtern, die ver- schiedene Bedeutungen haben; nach Anführungen im ŚKDR.
ŚĀRṄG. PADDH. SĀMĀNYARĀJAPRAŚAṂSĀ	1	0.0001	DCS-HAS-UNMAPPED	Śārṅgadharasaṃhitādīpikā	14766	no		ŚĀRṄGADHARA'S PADDHATI; vgl. Bulletin historico-philo- logique de l'Académie Impériale des sciences de St.-Pétersbourg. 
MĀDHYAṂDINA-REC	1	0.0001	DCS-LACKS					
MALLINĀTHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
MBH. BD. III, S	1	0.0001	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
MBH. BD. III, S. U	1	0.0001	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
ŚĀK. P	1	0.0001	DCS-LACKS					ŚĀKUNTALA, das Drama in der Ausgabe von BÖHTLINGK (GILD. Bibl. 191). Eine einfache Zahl bezeichnet den Śloka, eine doppe
DAKṢA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH, ERLÄUT. Z. NIR. S	1	0.0001	DCS-LACKS					
ROTH, ERLÄUT. Z. NIR. S ANM	1	0.0001	DCS-LACKS					
VEDĀNṬAS	1	0.0001	DCS-LACKS					? [Cologne Addition]
VEDĀNTAS ALLAH. NO	1	0.0001	DCS-LACKS					VEDĀNTASĀRA, ed. Calc. (Gild. Bibl. 279).
MADHUSŪDANA	1	0.0001	DCS-LACKS					? [Cologne Addition]
EBEND. I,	1	0.0001	DCS-LACKS					
VARARUCI,	1	0.0001	DCS-LACKS					
MALAMĀSATATTVA	1	0.0001	DCS-LACKS					? [Cologne Addition]
KOW. MONG. WÖRT	1	0.0001	DCS-LACKS					
BṚH. ĀR. UP ERKLÄRUNG IN	1	0.0001	DCS-HAS-UNMAPPED	Bṛhadāraṇyakopaniṣad	19014	yes		BṚHADĀRAṆYAKOPANIṢAD, nach der Ausgabe von RÖER in der Bibliotheca indica.
BRAHMĀṆḌAPURĀṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
IND. ST. II, N	1	0.0001	DCS-LACKS					
ADHYĀTMARĀMĀYAṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ROTH, NIR. XXXVII. FGG	1	0.0001	DCS-LACKS					
ERL	1	0.0001	DCS-LACKS					
ANUP. S	1	0.0001	DCS-LACKS					ANUPADASŪTRA.
DHŪRTASAMĀGAMA	1	0.0001	DCS-LACKS					? [Cologne Addition]
MAT. IND. I,	1	0.0001	DCS-LACKS					
ĀRJ	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. IV. VI. X, N	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
KLAPROTH	1	0.0001	DCS-LACKS					? [Cologne Addition]
MĀLAMĀSATATTVA	1	0.0001	DCS-LACKS					? [Cologne Addition]
BULLET. HIST.-PHIL. II,	1	0.0001	DCS-LACKS					
POTT S	1	0.0001	DCS-LACKS					? [Cologne Addition]
BÖHTLINGK, UEBER DIE SPRACHE DER JAKUTEN, S	1	0.0001	DCS-LACKS					
BṚH. ĀR. UR	1	0.0001	DCS-LACKS					? BṚHADĀRAṆYAKOPANIṢAD, nach der Ausgabe von RÖER in der Bibliotheca indica. [Cologne Addition]
ROTH, ERL. ZUM NIR	1	0.0001	DCS-LACKS					
AGNISVĀMIN	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. CVII	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
ROTH, EINL. ZUM NIR. LVII. FGG	1	0.0001	DCS-LACKS					
TĀṆḌYABRĀHMAṆA	1	0.0001	DCS-LACKS					? [Cologne Addition]
NIDĀNA-S	1	0.0001	DCS-LACKS					NIDĀNASŪTRA.
VIDYĀRAṆYAMUNI	1	0.0001	DCS-LACKS					? [Cologne Addition]
KĀDAMB. I,	1	0.0001	DCS-HAS-UNMAPPED	Kādambarīsvīkaraṇasūtramañjarī	266	yes		KĀDAMBARĪ.
H. I,	1	0.0001	DCS-LACKS					HEMACANDRA'S ABHIDHĀNACINTĀMAṆI, ein systematisch angeordnetes synonymisches Lexicon. Herausgegeben, übersetzt und mit A
SRŚR	1	0.0001	DCS-LACKS					? [Cologne Addition]
Z. F. D. K. D. M. V,	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚUDDHITATTVAṬĪKĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
VORREDE ZUM AIT. BR	1	0.0001	DCS-LACKS					
Z. D. D. M. G. IX, L, N	1	0.0001	DCS-LACKS					? [Cologne Addition]
AS. RES. IX,	1	0.0001	DCS-LACKS					
ADDENDA ET CORRIGENDA	1	0.0001	DCS-LACKS					
VS. APP. LVII	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
BĀDAR. COMM. II,	1	0.0001	DCS-LACKS					? [Cologne Addition]
IND. ST II,	1	0.0001	DCS-LACKS					
KĀUŚ	1	0.0001	DCS-LACKS					? [Cologne Addition]
MED. A. A. O	1	0.0001	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
VARĀH. BṚH. S. CAP	1	0.0001	DCS-LACKS					VARĀHAMIHIRA'S BṚHATSAM̃HITĀ.
ŚĀT	1	0.0001	DCS-LACKS					? [Cologne Addition]
KATHĀS. S	1	0.0001	DCS-HAS-UNMAPPED	Kathāsaritsāgara	111298	yes		KATHĀSARITSĀGARA, ed. BROCKHAUS (GILD. Bibl. 237).
TARKASAṂGRAHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
KOS	1	0.0001	DCS-LACKS					KOSEGARTEN.
DATT. MĪM	1	0.0001	DCS-LACKS					DATTAKAMĪMĀM̃SĀ, ed. Calc. 1817. 83 Seiten in 8º ohne Titel (GILD. Bibl. 349).
HALLEʼSCHE ALLG. LIT. ZEIT II,	1	0.0001	DCS-LACKS					
KUMĀRAS. I,	1	0.0001	DCS-HAS-UNMAPPED	Kumārasaṃbhava	10261	yes		KUMĀRASAM̃BHAVA, ed. STENZLER (GILD. Bibl. 136).
RĀMATARKAV. EBEND	1	0.0001	DCS-LACKS					RĀMATARKAVĀGĪŚA.
STENZLER, S. V	1	0.0001	DCS-LACKS					
MAT. IND. II,	1	0.0001	DCS-LACKS					
YĀJÑ. VORREDE V	1	0.0001	DCS-HAS-UNMAPPED	Yājñavalkyasmṛti	14280	yes		YĀJÑAVALKYA'S Gesetzbuch. Sanskrit und Deutsch herausge- geben von Dr. ADOLPH FRIEDRICH STENZLER. Berlin und London 1849
BURNOUF (BD. I, XLVII)	1	0.0001	DCS-LACKS					? [Cologne Addition]
ADHIKARAṆAMĀLĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
UTTARARĀMACARITA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VERZ. D. OXF. H I,	1	0.0001	DCS-LACKS					
JOURN. AS. IV SÉRIE, XI,	1	0.0001	DCS-LACKS					
NAIGH UND	1	0.0001	DCS-LACKS					das, YĀSKA'S NIRUKTA zu Grunde liegende NAIGHAṆṬUKAKĀṆḌA. S. unter NIR.
SAṂDEHABHAÑJIKĀ	1	0.0001	DCS-LACKS					? [Cologne Addition]
VASUBANDHU	1	0.0001	DCS-LACKS					? [Cologne Addition]
HALĀYUDHA	1	0.0001	DCS-LACKS					
BHAVIṢYOTT.-P	1	0.0001	DCS-LACKS					BHAVIṢYOTTARAPURĀṆA ? [Cologne Addition]
DVIV	1	0.0001	DCS-LACKS					? [Cologne Addition]
P. II, S. XVII. FGG	1	0.0001	DCS-LACKS					PĀṆINI'S acht Bücher grammatischer Regeln (GILD. Bibl. 244).
ŚṚṄGĀR	1	0.0001	DCS-LACKS					? [Cologne Addition]
COL. MISC. ESS. I,	1	0.0001	DCS-LACKS					
TBR. COMM. III, S	1	0.0001	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
H. PR	1	0.0001	DCS-LACKS					HEMACANDRA'S ABHIDHĀNACINTĀMAṆI, ein systematisch angeordnetes synonymisches Lexicon. Herausgegeben, übersetzt und mit A
VERZ. D. OXF. H B, NO	1	0.0001	DCS-LACKS					
AMARASIṂHA	1	0.0001	DCS-LACKS					? [Cologne Addition]
FL. IND. I,	1	0.0001	DCS-LACKS					
LIA. I, ANH. CVII (ZU S. XII, N	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
HIT. II, III,	1	0.0001	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
GṚHYAPADDH	1	0.0001	DCS-LACKS					? [Cologne Addition]
DRAVYĀBHIDHĀNA	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. VI, N. VIII. IX	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
VARĀH. BṚH. S. EBEND	1	0.0001	DCS-LACKS					VARĀHAMIHIRA'S BṚHATSAM̃HITĀ.
SETUS. EBEND. NO	1	0.0001	DCS-LACKS					
KUMĀRAS. ,	1	0.0001	DCS-HAS-UNMAPPED	Kumārasaṃbhava	10261	yes		KUMĀRASAM̃BHAVA, ed. STENZLER (GILD. Bibl. 136).
LIA. I, ANH. CVIII	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LIA. I, ANH. IX, N XXIV. XXXII	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LIA. I, ANH. IX	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
SV. VORREDE, VI	1	0.0001	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
KĀTTIKA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VALLABHAGAṆI	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. CVI (ZU S. VI, N	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
DAṆḌĀDINĀTHA EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
PAÑCAV. I,	1	0.0001	DCS-HAS-UNMAPPED	Pañcaviṃśabrāhmaṇa	29329	yes		PAÑCAVIṂŚABRĀHMAṆA ? [Cologne addition]
LEX. SANSCR. TIB	1	0.0001	DCS-LACKS					
Z. F. DIE K. D. M. I,	1	0.0001	DCS-LACKS					? [Cologne Addition]
EBEND. III,	1	0.0001	DCS-LACKS					
Z. D. D. M. G. IX, XLIX. FG	1	0.0001	DCS-LACKS					? [Cologne Addition]
KUMĀRĀS	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. XXKṢ. XXXI	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
GAUDAPĀDA	1	0.0001	DCS-LACKS					
MĀṆḌUKYOPANIṢAD	1	0.0001	DCS-LACKS					? [Cologne Addition]
BIBL. IND. VIII, S	1	0.0001	DCS-LACKS					
GAUḌAPĀDAʼS	1	0.0001	DCS-LACKS					
VP II	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
BOMB. AUSG. VON	1	0.0001	DCS-LACKS					
BHĀG. P. I, XXXVII. FG	1	0.0001	DCS-HAS-UNMAPPED	Bhāgavatapurāṇa	77801	yes		BHĀGAVATAPURĀṆA, nach Anführungen im VP. und ŚKDR. Von an sind die 9 von BURNOUF edirten Skandha (Gild. Bibl. 125) ausge
SĀṂKHYAPRAVACANA	1	0.0001	DCS-LACKS					? [Cologne Addition]
HARADĀSA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VORREDE ZUM VP. XLIII	1	0.0001	DCS-LACKS					
SADDH. L	1	0.0001	DCS-HAS-UNMAPPED	Saddharmapuṇḍarīkasūtra	31908	yes		SADDHARMALAṄKĀVATĀRA.
SIDDHĀNTAŚIR. (GOLĀDHY)	1	0.0001	DCS-LACKS					SIDDHĀNTAŚIROMAṆI, nach Anführungen im ŚKDR.
UTPALA EBEND	1	0.0001	DCS-LACKS					? [Cologne Addition]
KALĀY	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. XV. XXIV	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
UJJVALADATTA	1	0.0001	DCS-LACKS					Name of the author of a commentary on the uṇādi-sūtras. ? [Cologne Addition]
BENF. GR	1	0.0001	DCS-LACKS					? [Cologne Addition]
LIA. I, ANH. IX. X, N	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
SCHIEFNER LEBENSB	1	0.0001	DCS-LACKS					? [Cologne Addition]
VIMALABODHA	1	0.0001	DCS-LACKS					
LIA. I, ANH. XIX, N	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LIA. I, ANH. XXKṢ	1	0.0001	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
LANG. I, P	1	0.0001	DCS-LACKS					? [Cologne Addition]
COLEBR. GR. P	1	0.0001	DCS-LACKS					? [Cologne Addition]
VS. P. LVI	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
NEUERE AUSG	1	0.0001	DCS-LACKS					
ṚV. A. A. O	1	0.0001	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
BRĀHMM	1	0.0001	DCS-LACKS					? [Cologne Addition]
KOCTH	1	0.0001	DCS-LACKS					? [Cologne Addition]
ANEKĀRTHADHV	1	0.0001	DCS-LACKS					ANEKĀRTHADHVANIMAÑJARĪ, ein Wörterbuch; nach dem ŚKDR.
BHĀṢYA	1	0.0001	DCS-LACKS					
EKĀKṢARĀBHIDHĀNA	1	0.0001	DCS-LACKS					? [Cologne Addition]
VIKR. (LENZ)	1	0.0001	DCS-LACKS					VIKRAMORVAŚĪ, ed. BOLLENSEN (GILD. Bibl. 206). Eine einfache Zahl verweist auf einen Śloka, eine doppelte--auf Seite und
SUVARNAPR	1	0.0001	DCS-LACKS					? [Cologne Addition]
HANUMATSTOTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
PAT. YOGAŚ	1	0.0001	DCS-LACKS					PATAÑJALI'S YOGAŚĀSTRA, ed. BALLANTYNE, Allahabad 1853.
AIT. ĀR. EBEND	1	0.0001	DCS-HAS-UNMAPPED	Aitareyabrāhmaṇa	55243	yes		AITAREYĀRAṆYAKA; nach Mittheilungen von A. WEBER.
VS. APPEND. LVI,	1	0.0001	DCS-HAS-UNMAPPED	Vājasaneyisaṃhitā (Mādhyandina)	15687	yes		VĀJASANEYISAM̃HITĀ. The VĀYASANEYI-SANHITĀ in the MĀDHYANDINA -- and the KĀṆVA-ŚĀKHĀ with the commentary of MAHĪDHARA, e
H. P	1	0.0001	DCS-LACKS					HEMACANDRA'S ABHIDHĀNACINTĀMAṆI, ein systematisch angeordnetes synonymisches Lexicon. Herausgegeben, übersetzt und mit A
ṚV. BD. I, S	1	0.0001	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
MBH. I, P	1	0.0001	DCS-HAS-UNMAPPED	Mahābhārata	1147887	no		MAHĀBHĀRATA, ed. Calc. (GILD. Bibl. 93). Von S. 521 des Wörter- buchs sind die drei ersten Bücher, von S. 601 auch die f
AŚVATANTRA	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚRĪTATTVACINTĀMAṆI	1	0.0001	DCS-LACKS					? [Cologne Addition]
ŚRĪDHAR	1	0.0001	DCS-LACKS					ŚRĪDHARASVĀMIN, ein Scholiast der BHAG.
VP. XVI	1	0.0001	DCS-HAS-UNMAPPED	Viṣṇupurāṇa	87622	yes		VIṢṆUPURĀṆA. Es wird die WILSON'sche Uebersetzung (GILD. Bibl. 133) citirt.
